헤브론스타국가코드,현지언어국가명,영문국가명,시간,대륙,GDP,인구,지역,기업식별코드,현지언어기업명,영문기업명,현지언어한줄소개내용,영문한줄소개내용,현지언어기업소개내용,영문기업소개내용,설립일자,법인등록번호,사업자등록번호,기업대표전화번호,대표팩스번호,대표이메일,기업홈페이지URL,페이스북URL,인스타그램URL,유튜브URL,링크드인URL,트위터핸들,현지언어기업주소,영문기업주소,현지언어기업상세주소,영문기업상세주소,기업우편번호,기업종업원,외감법인구분,기업연수,기업상태,현지언어담당자명,영문담당자명,현지언어직위명,영문직위명,담당자부서명,담당자전화번호,담당자팩스번호,담당자이메일,담당자이동전화번호,회계연도,유동자산금액,비유동자산금액,자산총계금액,유동부채금액,비유동부채금액,부채총계금액,자본총계금액,부채자본총계금액,매출액,매출원가금액,판매비관리비금액,영업이익손실금액,금융수익금액,금융비용금액,기타영업외수익금액,기타영업외비용금액,법인세차감전순이익,법인세비용,당기순이익,영업활동현금흐름금액,투자활동현금흐름금액,재무활동현금흐름금액,기초현금자산금액,기말현금자산금액,부채비율,영업이익율,매출액증가율,영업이익증가율,당기순이익 증가율,기업 CAGR,현지언어산업군명,영문산업군명,현지언어주요제품명내용,영문주요제품명내용,국가언어코드,현지언어언어명,영문언어명,주식시장코드,현지언어주식시장명,영문주식시장명,상장코드,상장일자,주가(일),주가(1주),주가(1개월),주가(6개월),주가(1년),주가(3년),주가(5년),주가(10년),거래량,시가총액,지점코드,지점명,주소,주소상세,우편번호,사업자등록번호,이벤트,통화구분코드,화폐단위명,담당자,소스,날짜,,
PT,Portugal,Republica Portuguesa,UTC+00:00,Europe,251900000000 USD,10344802,서유럽,"PT XLISJ.MARTINS,SGPS","J.MARTINS,SGPS","J.MARTINS,SGPS","J.MARTINS,SGPS(English: J.MARTINS,SGPS) is a public company that is listed on EURONEXT Lisbon(Portugal).","J.MARTINS,SGPS(English: J.MARTINS,SGPS) is a public company that is listed on EURONEXT Lisbon(Portugal).","J.MARTINS,SGPS(English: J.MARTINS,SGPS) is a public company that is listed on EURONEXT Lisbon(Portugal). You can find more information on company's website.","J.MARTINS,SGPS(English: J.MARTINS,SGPS) is a public company that is listed on EURONEXT Lisbon(Portugal). You can find more information on company's website.",,,,,,,https://live.euronext.com/en/product/equities/PTJMT0AE0001-XLIS/jmartins%2Csgps/jmt/quotes,,,,,,Republica Portuguesa,Portugal,"Republica Portuguesa, Europe","Portugal, Europe",,,,,Active,,,CONTACT,CONTACT,,,,https://live.euronext.com/en/product/equities/PTJMT0AE0001-XLIS/jmartins%2Csgps/jmt/quotes,,2021,,,,,,,,,20.889.000천 유로,,,806.000천 유로,,154.000천 유로,,,,,484.000천 유로,,,,,,,,,,,,"4520, Personal Care, Drug and Grocery Stores","4520, Personal Care, Drug and Grocery Stores","45201010, Food Retailers and Wholesalers","45201010, Food Retailers and Wholesalers",PT,Portuguese,Portugues,XLIS,EURONEXT Libson,EURONEXT Lisbon,JMT,,19.33 EUR,19.36 EUR,20.70 EUR,,22.20 EUR,,,,"11,788,045",12.164B,,,Portugal,"Portugal, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26,,
PT,Portugal,Republica Portuguesa,UTC+00:00,Europe,251900000000 USD,10344802,서유럽,"PT XLISJ.MARTINS,SGPS","J.MARTINS,SGPS","J.MARTINS,SGPS","J.MARTINS,SGPS(English: J.MARTINS,SGPS) is a public company that is listed on EURONEXT Lisbon(Portugal).","J.MARTINS,SGPS(English: J.MARTINS,SGPS) is a public company that is listed on EURONEXT Lisbon(Portugal).","J.MARTINS,SGPS(English: J.MARTINS,SGPS) is a public company that is listed on EURONEXT Lisbon(Portugal). You can find more information on company's website.","J.MARTINS,SGPS(English: J.MARTINS,SGPS) is a public company that is listed on EURONEXT Lisbon(Portugal). You can find more information on company's website.",,,,,,,https://live.euronext.com/en/product/equities/PTJMT0AE0001-XLIS/jmartins%2Csgps/jmt/quotes,,,,,,Republica Portuguesa,Portugal,"Republica Portuguesa, Europe","Portugal, Europe",,,,,Active,,,CONTACT,CONTACT,,,,https://live.euronext.com/en/product/equities/PTJMT0AE0001-XLIS/jmartins%2Csgps/jmt/quotes,,2021,,,,,,,,,20.889.000천 유로,,,806.000천 유로,,154.000천 유로,,,,,484.000천 유로,,,,,,,,,,,,"4520, Personal Care, Drug and Grocery Stores","4520, Personal Care, Drug and Grocery Stores","45201010, Food Retailers and Wholesalers","45201010, Food Retailers and Wholesalers",PT,Portuguese,Portugues,XLIS,EURONEXT Libson,EURONEXT Lisbon,JMT,,19.33 EUR,19.36 EUR,20.70 EUR,,22.20 EUR,,,,"11,788,045",12.164B,,,Portugal,"Portugal, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26,,
PT,Portugal,Republica Portuguesa,UTC+00:00,Europe,251900000000 USD,10344802,서유럽,"PT XLISMartifer, SGPS, SA","Martifer, SGPS, SA","Martifer, SGPS, SA","Martifer, SGPS, SA(English: Martifer, SGPS, SA) is a public company that is listed on EURONEXT Lisbon(Portugal).","Martifer, SGPS, SA(English: Martifer, SGPS, SA) is a public company that is listed on EURONEXT Lisbon(Portugal).","Martifer, SGPS, SA(English: Martifer, SGPS, SA) is a public company that is listed on EURONEXT Lisbon(Portugal). You can find more information on company's website.","Martifer, SGPS, SA(English: Martifer, SGPS, SA) is a public company that is listed on EURONEXT Lisbon(Portugal). You can find more information on company's website.",,,,,,,https://live.euronext.com/en/product/equities/PTMFR0AM0003-XLIS/martifer/mar/quotes,,,,,,Republica Portuguesa,Portugal,"Republica Portuguesa, Europe","Portugal, Europe",,,,,Active,,,CONTACT,CONTACT,,,,https://live.euronext.com/en/product/equities/PTMFR0AM0003-XLIS/martifer/mar/quotes,,2021,,,,,,,,,228.700천 유로,,,18.300천 유로,,0천 유로,,,,,12.700천 유로,,,,,,,,,,,,"5010, Construction and Materials","5010, Construction and Materials","50101010, Construction","50101010, Construction",PT,Portuguese,Portugues,XLIS,EURONEXT Libson,EURONEXT Lisbon,MAR,,1.32 EUR,1.33 EUR,1.34 EUR,,1.68 EUR,,,,"21,101",132.000M,,,Portugal,"Portugal, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26,,
PT,Portugal,Republica Portuguesa,UTC+00:00,Europe,251900000000 USD,10344802,서유럽,"PT XLISMartifer, SGPS, SA","Martifer, SGPS, SA","Martifer, SGPS, SA","Martifer, SGPS, SA(English: Martifer, SGPS, SA) is a public company that is listed on EURONEXT Lisbon(Portugal).","Martifer, SGPS, SA(English: Martifer, SGPS, SA) is a public company that is listed on EURONEXT Lisbon(Portugal).","Martifer, SGPS, SA(English: Martifer, SGPS, SA) is a public company that is listed on EURONEXT Lisbon(Portugal). You can find more information on company's website.","Martifer, SGPS, SA(English: Martifer, SGPS, SA) is a public company that is listed on EURONEXT Lisbon(Portugal). You can find more information on company's website.",,,,,,,https://live.euronext.com/en/product/equities/PTMFR0AM0003-XLIS/martifer/mar/quotes,,,,,,Republica Portuguesa,Portugal,"Republica Portuguesa, Europe","Portugal, Europe",,,,,Active,,,CONTACT,CONTACT,,,,https://live.euronext.com/en/product/equities/PTMFR0AM0003-XLIS/martifer/mar/quotes,,2021,,,,,,,,,228.700천 유로,,,18.300천 유로,,0천 유로,,,,,12.700천 유로,,,,,,,,,,,,"5010, Construction and Materials","5010, Construction and Materials","50101010, Construction","50101010, Construction",PT,Portuguese,Portugues,XLIS,EURONEXT Libson,EURONEXT Lisbon,MAR,,1.32 EUR,1.33 EUR,1.34 EUR,,1.68 EUR,,,,"21,101",132.000M,,,Portugal,"Portugal, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26,,
PT,Portugal,Republica Portuguesa,UTC+00:00,Europe,251900000000 USD,10344802,서유럽,"PT XLISNovabase, SGPS - Nom.","Novabase, SGPS - Nom.","Novabase, SGPS - Nom.","Novabase, SGPS - Nom.(English: Novabase, SGPS - Nom.) is a public company that is listed on EURONEXT Lisbon(Portugal).","Novabase, SGPS - Nom.(English: Novabase, SGPS - Nom.) is a public company that is listed on EURONEXT Lisbon(Portugal).","Novabase, SGPS - Nom.(English: Novabase, SGPS - Nom.) is a public company that is listed on EURONEXT Lisbon(Portugal). You can find more information on company's website.","Novabase, SGPS - Nom.(English: Novabase, SGPS - Nom.) is a public company that is listed on EURONEXT Lisbon(Portugal). You can find more information on company's website.",,,,,,,https://live.euronext.com/en/product/equities/PTNBA0AM0006-XLIS/novabase%2Csgps/nba/quotes,,,,,,Republica Portuguesa,Portugal,"Republica Portuguesa, Europe","Portugal, Europe",,,,,Active,,,CONTACT,CONTACT,,,,https://live.euronext.com/en/product/equities/PTNBA0AM0006-XLIS/novabase%2Csgps/nba/quotes,,2021,,,,,,,,,138.788천 유로,,,9.146천 유로,,0천 유로,,,,,9.976천 유로,,,,,,,,,,,,"1010, Technology","1010, Technology","10101010, Computer Services","10101010, Computer Services",PT,Portuguese,Portugues,XLIS,EURONEXT Libson,EURONEXT Lisbon,NBA,,5.24 EUR,5.36 EUR,5.50 EUR,,5.58 EUR,,,,"17,032",164.543M,,,Portugal,"Portugal, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26,,
PT,Portugal,Republica Portuguesa,UTC+00:00,Europe,251900000000 USD,10344802,서유럽,"PT XLISNovabase, SGPS - Nom.","Novabase, SGPS - Nom.","Novabase, SGPS - Nom.","Novabase, SGPS - Nom.(English: Novabase, SGPS - Nom.) is a public company that is listed on EURONEXT Lisbon(Portugal).","Novabase, SGPS - Nom.(English: Novabase, SGPS - Nom.) is a public company that is listed on EURONEXT Lisbon(Portugal).","Novabase, SGPS - Nom.(English: Novabase, SGPS - Nom.) is a public company that is listed on EURONEXT Lisbon(Portugal). You can find more information on company's website.","Novabase, SGPS - Nom.(English: Novabase, SGPS - Nom.) is a public company that is listed on EURONEXT Lisbon(Portugal). You can find more information on company's website.",,,,,,,https://live.euronext.com/en/product/equities/PTNBA0AM0006-XLIS/novabase%2Csgps/nba/quotes,,,,,,Republica Portuguesa,Portugal,"Republica Portuguesa, Europe","Portugal, Europe",,,,,Active,,,CONTACT,CONTACT,,,,https://live.euronext.com/en/product/equities/PTNBA0AM0006-XLIS/novabase%2Csgps/nba/quotes,,2021,,,,,,,,,138.788천 유로,,,9.146천 유로,,0천 유로,,,,,9.976천 유로,,,,,,,,,,,,"1010, Technology","1010, Technology","10101010, Computer Services","10101010, Computer Services",PT,Portuguese,Portugues,XLIS,EURONEXT Libson,EURONEXT Lisbon,NBA,,5.24 EUR,5.36 EUR,5.50 EUR,,5.58 EUR,,,,"17,032",164.543M,,,Portugal,"Portugal, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26,,
PT,Portugal,Republica Portuguesa,UTC+00:00,Europe,251900000000 USD,10344802,서유럽,PT XLISRAMADA INVESTIMENTOS E INDUSTRIA S.A.,RAMADA INVESTIMENTOS E INDUSTRIA S.A.,RAMADA INVESTIMENTOS E INDUSTRIA S.A.,RAMADA INVESTIMENTOS E INDUSTRIA S.A.(English: RAMADA INVESTIMENTOS E INDUSTRIA S.A.) is a public company that is listed on EURONEXT Lisbon(Portugal). Address: Rua do General Norton de Matos 68,RAMADA INVESTIMENTOS E INDUSTRIA S.A.(English: RAMADA INVESTIMENTOS E INDUSTRIA S.A.) is a public company that is listed on EURONEXT Lisbon(Portugal). Address: Rua do General Norton de Matos 68,RAMADA INVESTIMENTOS E INDUSTRIA S.A.(English: RAMADA INVESTIMENTOS E INDUSTRIA S.A.) is a public company that is listed on EURONEXT Lisbon(Portugal). Their net sales were 144.910K Euros. You can find more information on company's website. Company Address: Rua do General Norton de Matos 68,RAMADA INVESTIMENTOS E INDUSTRIA S.A.(English: RAMADA INVESTIMENTOS E INDUSTRIA S.A.) is a public company that is listed on EURONEXT Lisbon(Portugal). Their net sales were 144.910K Euros. You can find more information on company's website. Company Address: Rua do General Norton de Matos 68,,,,,,,http://www.ramadainvestimentos.pt,,,,,,Rua do General Norton de Matos 68,Rua do General Norton de Matos 68,PT-4050-424 Porto,PT-4050-424 Porto,,,,,Active,,,CONTACT,CONTACT,RAMADA INVESTIMENTOS E INDUSTRIA S.A.,,,,,2021,,,,,,,,,144.910천 유로,,,16.214천 유로,,0천 유로,,,,,15.089천 유로,,,,,,,,,,,,"5510, Basic Resources","5510, Basic Resources","55102010, Iron and Steel","55102010, Iron and Steel",PT,Portuguese,Portugues,XLIS,EURONEXT Libson,EURONEXT Lisbon,RAM,,6.54 EUR,6.68 EUR,7.44 EUR,,7.60 EUR,,,,"1,327",167.695M,,,Portugal,"Portugal, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26,,
PT,Portugal,Republica Portuguesa,UTC+00:00,Europe,251900000000 USD,10344802,서유럽,PT XLISRAMADA INVESTIMENTOS E INDUSTRIA S.A.,RAMADA INVESTIMENTOS E INDUSTRIA S.A.,RAMADA INVESTIMENTOS E INDUSTRIA S.A.,RAMADA INVESTIMENTOS E INDUSTRIA S.A.(English: RAMADA INVESTIMENTOS E INDUSTRIA S.A.) is a public company that is listed on EURONEXT Lisbon(Portugal). Address: Rua do General Norton de Matos 68,RAMADA INVESTIMENTOS E INDUSTRIA S.A.(English: RAMADA INVESTIMENTOS E INDUSTRIA S.A.) is a public company that is listed on EURONEXT Lisbon(Portugal). Address: Rua do General Norton de Matos 68,RAMADA INVESTIMENTOS E INDUSTRIA S.A.(English: RAMADA INVESTIMENTOS E INDUSTRIA S.A.) is a public company that is listed on EURONEXT Lisbon(Portugal). Their net sales were 144.910K Euros. You can find more information on company's website. Company Address: Rua do General Norton de Matos 68,RAMADA INVESTIMENTOS E INDUSTRIA S.A.(English: RAMADA INVESTIMENTOS E INDUSTRIA S.A.) is a public company that is listed on EURONEXT Lisbon(Portugal). Their net sales were 144.910K Euros. You can find more information on company's website. Company Address: Rua do General Norton de Matos 68,,,,,,,http://www.ramadainvestimentos.pt,,,,,,Rua do General Norton de Matos 68,Rua do General Norton de Matos 68,PT-4050-424 Porto,PT-4050-424 Porto,,,,,Active,,,CONTACT,CONTACT,RAMADA INVESTIMENTOS E INDUSTRIA S.A.,,,,,2021,,,,,,,,,144.910천 유로,,,16.214천 유로,,0천 유로,,,,,15.089천 유로,,,,,,,,,,,,"5510, Basic Resources","5510, Basic Resources","55102010, Iron and Steel","55102010, Iron and Steel",PT,Portuguese,Portugues,XLIS,EURONEXT Libson,EURONEXT Lisbon,RAM,,6.54 EUR,6.68 EUR,7.44 EUR,,7.60 EUR,,,,"1,327",167.695M,,,Portugal,"Portugal, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26,,
PT,Portugal,Republica Portuguesa,UTC+00:00,Europe,251900000000 USD,10344802,서유럽,PT XLISEDP,EDP,EDP,EDP(English: EDP) is a public company that is listed on EURONEXT Lisbon(Portugal). Address: Avenida 24 de Julho 12,EDP(English: EDP) is a public company that is listed on EURONEXT Lisbon(Portugal). Address: Avenida 24 de Julho 12,EDP(English: EDP) is a public company that is listed on EURONEXT Lisbon(Portugal). Their net sales were 14.982.909K Euros. You can find more information on company's website. Company Address: Avenida 24 de Julho 12,EDP(English: EDP) is a public company that is listed on EURONEXT Lisbon(Portugal). Their net sales were 14.982.909K Euros. You can find more information on company's website. Company Address: Avenida 24 de Julho 12,,,,,+351 21 001 2899,ir@edp.com,https://www.edp.com/en/,,,,,,Avenida 24 de Julho 12,Avenida 24 de Julho 12,PT-1249-300 Lisboa,PT-1249-300 Lisboa,,,,,Active,Miguel Viana,Miguel Viana,CONTACT,CONTACT,EDP,+351 21 001 2868,+351 21 001 2899,+351 21 001 2868,+351 21 001 2868,2021,,,,,,,,,14.982.909천 유로,,,1.930.785천 유로,,479.149천 유로,,,,,1.104.646천 유로,,,,,,,,,,,,"6510, Utilities","6510, Utilities","65101010, Alternative Electricity","65101010, Alternative Electricity",PT,Portuguese,Portugues,XLIS,EURONEXT Libson,EURONEXT Lisbon,EDP,,4.718 EUR,4.839 EUR,4.839 EUR,,5.028 EUR,,,,"37,339,990",18.710B,,,Portugal,"Portugal, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26,,
PT,Portugal,Republica Portuguesa,UTC+00:00,Europe,251900000000 USD,10344802,서유럽,PT XLISEDP,EDP,EDP,EDP(English: EDP) is a public company that is listed on EURONEXT Lisbon(Portugal). Address: Avenida 24 de Julho 12,EDP(English: EDP) is a public company that is listed on EURONEXT Lisbon(Portugal). Address: Avenida 24 de Julho 12,EDP(English: EDP) is a public company that is listed on EURONEXT Lisbon(Portugal). Their net sales were 14.982.909K Euros. You can find more information on company's website. Company Address: Avenida 24 de Julho 12,EDP(English: EDP) is a public company that is listed on EURONEXT Lisbon(Portugal). Their net sales were 14.982.909K Euros. You can find more information on company's website. Company Address: Avenida 24 de Julho 12,,,,,+351 21 001 2899,ir@edp.com,https://www.edp.com/en/,,,,,,Avenida 24 de Julho 12,Avenida 24 de Julho 12,PT-1249-300 Lisboa,PT-1249-300 Lisboa,,,,,Active,Miguel Viana,Miguel Viana,CONTACT,CONTACT,EDP,+351 21 001 2868,+351 21 001 2899,+351 21 001 2868,+351 21 001 2868,2021,,,,,,,,,14.982.909천 유로,,,1.930.785천 유로,,479.149천 유로,,,,,1.104.646천 유로,,,,,,,,,,,,"6510, Utilities","6510, Utilities","65101010, Alternative Electricity","65101010, Alternative Electricity",PT,Portuguese,Portugues,XLIS,EURONEXT Libson,EURONEXT Lisbon,EDP,,4.718 EUR,4.839 EUR,4.839 EUR,,5.028 EUR,,,,"37,339,990",18.710B,,,Portugal,"Portugal, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26,,
PT,Portugal,Republica Portuguesa,UTC+00:00,Europe,251900000000 USD,10344802,서유럽,"PT XLISNOS, SGPS, SA","NOS, SGPS, SA","NOS, SGPS, SA","NOS, SGPS, SA(English: NOS, SGPS, SA) is a public company that is listed on EURONEXT Lisbon(Portugal).","NOS, SGPS, SA(English: NOS, SGPS, SA) is a public company that is listed on EURONEXT Lisbon(Portugal).","NOS, SGPS, SA(English: NOS, SGPS, SA) is a public company that is listed on EURONEXT Lisbon(Portugal). You can find more information on company's website.","NOS, SGPS, SA(English: NOS, SGPS, SA) is a public company that is listed on EURONEXT Lisbon(Portugal). You can find more information on company's website.",,,,,,,https://live.euronext.com/en/product/equities/PTZON0AM0006-XLIS/nos%2C-sgps/nos/quotes,,,,,,Republica Portuguesa,Portugal,"Republica Portuguesa, Europe","Portugal, Europe",,,,,Active,,,CONTACT,CONTACT,,,,https://live.euronext.com/en/product/equities/PTZON0AM0006-XLIS/nos%2C-sgps/nos/quotes,,2021,,,,,,,,,1.430.299천 유로,,,188.657천 유로,,34.118천 유로,,,,,143.853천 유로,,,,,,,,,,,,"1510, Telecommunications","1510, Telecommunications","15102015, Telecommunications Services","15102015, Telecommunications Services",PT,Portuguese,Portugues,XLIS,EURONEXT Libson,EURONEXT Lisbon,NOS,,3.966 EUR,4.072 EUR,4.12 EUR,,4.12 EUR,,,,"2,408,555",2.043B,,,Portugal,"Portugal, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26,,
PT,Portugal,Republica Portuguesa,UTC+00:00,Europe,251900000000 USD,10344802,서유럽,"PT XLISNOS, SGPS, SA","NOS, SGPS, SA","NOS, SGPS, SA","NOS, SGPS, SA(English: NOS, SGPS, SA) is a public company that is listed on EURONEXT Lisbon(Portugal).","NOS, SGPS, SA(English: NOS, SGPS, SA) is a public company that is listed on EURONEXT Lisbon(Portugal).","NOS, SGPS, SA(English: NOS, SGPS, SA) is a public company that is listed on EURONEXT Lisbon(Portugal). You can find more information on company's website.","NOS, SGPS, SA(English: NOS, SGPS, SA) is a public company that is listed on EURONEXT Lisbon(Portugal). You can find more information on company's website.",,,,,,,https://live.euronext.com/en/product/equities/PTZON0AM0006-XLIS/nos%2C-sgps/nos/quotes,,,,,,Republica Portuguesa,Portugal,"Republica Portuguesa, Europe","Portugal, Europe",,,,,Active,,,CONTACT,CONTACT,,,,https://live.euronext.com/en/product/equities/PTZON0AM0006-XLIS/nos%2C-sgps/nos/quotes,,2021,,,,,,,,,1.430.299천 유로,,,188.657천 유로,,34.118천 유로,,,,,143.853천 유로,,,,,,,,,,,,"1510, Telecommunications","1510, Telecommunications","15102015, Telecommunications Services","15102015, Telecommunications Services",PT,Portuguese,Portugues,XLIS,EURONEXT Libson,EURONEXT Lisbon,NOS,,3.966 EUR,4.072 EUR,4.12 EUR,,4.12 EUR,,,,"2,408,555",2.043B,,,Portugal,"Portugal, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26,,
PT,Portugal,Republica Portuguesa,UTC+00:00,Europe,251900000000 USD,10344802,서유럽,PT XLISSONAE,SONAE,SONAE,SONAE(English: SONAE) is a public company that is listed on EURONEXT Lisbon(Portugal).,SONAE(English: SONAE) is a public company that is listed on EURONEXT Lisbon(Portugal).,SONAE(English: SONAE) is a public company that is listed on EURONEXT Lisbon(Portugal). You can find more information on company's website.,SONAE(English: SONAE) is a public company that is listed on EURONEXT Lisbon(Portugal). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/PTSON0AM0001-XLIS/sonae/son/quotes,,,,,,Republica Portuguesa,Portugal,"Republica Portuguesa, Europe","Portugal, Europe",,,,,Active,,,CONTACT,CONTACT,,,,https://live.euronext.com/en/product/equities/PTSON0AM0001-XLIS/sonae/son/quotes,,2021,,,,,,,,,6.697.614천 유로,,,298.877천 유로,,94.773천 유로,,,,,330.613천 유로,,,,,,,,,,,,"4520, Personal Care, Drug and Grocery Stores","4520, Personal Care, Drug and Grocery Stores","45201010, Food Retailers and Wholesalers","45201010, Food Retailers and Wholesalers",PT,Portuguese,Portugues,XLIS,EURONEXT Libson,EURONEXT Lisbon,SON,,1.084 EUR,1.099 EUR,1.099 EUR,,1.099 EUR,,,,"2,973,769",2.168B,,,Portugal,"Portugal, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26,,
PT,Portugal,Republica Portuguesa,UTC+00:00,Europe,251900000000 USD,10344802,서유럽,PT XLISEDP RENOVAVEIS,EDP RENOVAVEIS,EDP RENOVAVEIS,EDP RENOVAVEIS(English: EDP RENOVAVEIS) is a public company that is listed on EURONEXT Lisbon(Portugal). Address: Calle Serrano Galvache 56,EDP RENOVAVEIS(English: EDP RENOVAVEIS) is a public company that is listed on EURONEXT Lisbon(Portugal). Address: Calle Serrano Galvache 56,EDP RENOVAVEIS(English: EDP RENOVAVEIS) is a public company that is listed on EURONEXT Lisbon(Portugal). Their net sales were 1.153.126K Euros. You can find more information on company's website. Company Address: Calle Serrano Galvache 56,EDP RENOVAVEIS(English: EDP RENOVAVEIS) is a public company that is listed on EURONEXT Lisbon(Portugal). Their net sales were 1.153.126K Euros. You can find more information on company's website. Company Address: Calle Serrano Galvache 56,,,,,+34 914 238 410,rui.antunes@edpr.com,www.edpr.com,,,,,,Calle Serrano Galvache 56,Calle Serrano Galvache 56,Edificio Olmo 7th Floor,Edificio Olmo 7th Floor,,,,,Active,Rui Antunes,Rui Antunes,CONTACT,CONTACT,EDP RENOVAVEIS,+34 902 830 700,+34 914 238 410,+34 902 830 700,+34 902 830 700,2014,,,,,,,,,1.153.126천 유로,,,422.409천 유로,,-237.310천 유로,,,,,177.887천 유로,,,,,,,,,,,,"6510, Utilities","6510, Utilities","65101010, Alternative Electricity","65101010, Alternative Electricity",PT,Portuguese,Portugues,XLIS,EURONEXT Libson,EURONEXT Lisbon,EDPR,,22.75 EUR,23.47 EUR,23.47 EUR,,25.09 EUR,,,,"17,570,311",21.853B,,,Portugal,"Portugal, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26,,
PT,Portugal,Republica Portuguesa,UTC+00:00,Europe,251900000000 USD,10344802,서유럽,PT XLISEDP RENOVAVEIS,EDP RENOVAVEIS,EDP RENOVAVEIS,EDP RENOVAVEIS(English: EDP RENOVAVEIS) is a public company that is listed on EURONEXT Lisbon(Portugal). Address: Calle Serrano Galvache 56,EDP RENOVAVEIS(English: EDP RENOVAVEIS) is a public company that is listed on EURONEXT Lisbon(Portugal). Address: Calle Serrano Galvache 56,EDP RENOVAVEIS(English: EDP RENOVAVEIS) is a public company that is listed on EURONEXT Lisbon(Portugal). Their net sales were 1.153.126K Euros. You can find more information on company's website. Company Address: Calle Serrano Galvache 56,EDP RENOVAVEIS(English: EDP RENOVAVEIS) is a public company that is listed on EURONEXT Lisbon(Portugal). Their net sales were 1.153.126K Euros. You can find more information on company's website. Company Address: Calle Serrano Galvache 56,,,,,+34 914 238 410,rui.antunes@edpr.com,www.edpr.com,,,,,,Calle Serrano Galvache 56,Calle Serrano Galvache 56,Edificio Olmo 7th Floor,Edificio Olmo 7th Floor,,,,,Active,Rui Antunes,Rui Antunes,CONTACT,CONTACT,EDP RENOVAVEIS,+34 902 830 700,+34 914 238 410,+34 902 830 700,+34 902 830 700,2014,,,,,,,,,1.153.126천 유로,,,422.409천 유로,,-237.310천 유로,,,,,177.887천 유로,,,,,,,,,,,,"6510, Utilities","6510, Utilities","65101010, Alternative Electricity","65101010, Alternative Electricity",PT,Portuguese,Portugues,XLIS,EURONEXT Libson,EURONEXT Lisbon,EDPR,,22.75 EUR,23.47 EUR,23.47 EUR,,25.09 EUR,,,,"17,570,311",21.853B,,,Portugal,"Portugal, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26,,
PT,Portugal,Republica Portuguesa,UTC+00:00,Europe,251900000000 USD,10344802,서유럽,PT XLISGLINTT,GLINTT,GLINTT,GLINTT(English: GLINTT) is a public company that is listed on EURONEXT Lisbon(Portugal).,GLINTT(English: GLINTT) is a public company that is listed on EURONEXT Lisbon(Portugal).,GLINTT(English: GLINTT) is a public company that is listed on EURONEXT Lisbon(Portugal). You can find more information on company's website.,GLINTT(English: GLINTT) is a public company that is listed on EURONEXT Lisbon(Portugal). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/PTPAD0AM0007-XLIS/glintt/glint/quotes,,,,,,Republica Portuguesa,Portugal,"Republica Portuguesa, Europe","Portugal, Europe",,,,,Active,,,CONTACT,CONTACT,,,,https://live.euronext.com/en/product/equities/PTPAD0AM0007-XLIS/glintt/glint/quotes,,2020,,,,,,,,,91.639천 유로,,,5.562천 유로,,0천 유로,,,,,1.186천 유로,,,,,,,,,,,,"1010, Technology","1010, Technology","10101010, Computer Services","10101010, Computer Services",PT,Portuguese,Portugues,XLIS,EURONEXT Libson,EURONEXT Lisbon,GLINT,,0.268 EUR,0.27 EUR,0.272 EUR,,0.33 EUR,,,,137,23.306M,,,Portugal,"Portugal, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26,,
