헤브론스타국가코드,현지언어국가명,영문국가명,시간,대륙,GDP,인구,지역,기업식별코드,현지언어기업명,영문기업명,현지언어한줄소개내용,영문한줄소개내용,현지언어기업소개내용,영문기업소개내용,설립일자,법인등록번호,사업자등록번호,기업대표전화번호,대표팩스번호,대표이메일,기업홈페이지URL,페이스북URL,인스타그램URL,유튜브URL,링크드인URL,트위터핸들,현지언어기업주소,영문기업주소,현지언어기업상세주소,영문기업상세주소,기업우편번호,기업종업원,외감법인구분,기업연수,기업상태,현지언어담당자명,영문담당자명,현지언어직위명,영문직위명,담당자부서명,담당자전화번호,담당자팩스번호,담당자이메일,담당자팩스번호,회계연도,유동자산금액,비유동자산금액,자산총계금액,유동부채금액,비유동부채금액,부채총계금액,자본총계금액,부채자본총계금액,매출액,매출원가금액,판매비관리비금액,영업이익손실금액,금융수익금액,금융비용금액,기타영업외수익금액,기타영업외비용금액,법인세차감전순이익,법인세비용,당기순이익,영업활동현금흐름금액,투자활동현금흐름금액,재무활동현금흐름금액,기초현금자산금액,기말현금자산금액,부채비율,영업이익율,매출액증가율,영업이익증가율,당기순이익 증가율,기업 CAGR,현지언어산업군명,영문산업군명,현지언어주요제품명내용,영문주요제품명내용,국가언어코드,현지언어언어명,영문언어명,주식시장코드,현지언어주식시장명,영문주식시장명,상장코드,상장일자,주가(일),주가(1주),주가(1개월),주가(6개월),주가(1년),주가(3년),주가(5년),주가(10년),거래량,시가총액,지점코드,지점명,주소,주소상세,우편번호,사업자등록번호,이벤트,통화구분코드,화폐단위명,담당자,소스,날짜
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSAJAX,AJAX,AJAX,AJAX(English: AJAX) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Arena 29 Boulevard,AJAX(English: AJAX) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Arena 29 Boulevard,AJAX(English: AJAX) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 125.159K Euros. You can find more information on company's website. Company Address: Arena 29 Boulevard,AJAX(English: AJAX) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 125.159K Euros. You can find more information on company's website. Company Address: Arena 29 Boulevard,,,,+31 (0) 20 311 14 44,+31 (0) 20 311 14 80,,http://www.ajax.nl,,,,,,Arena 29 Boulevard,Arena 29 Boulevard,Po Box 12522,Po Box 12522,,,,,Active,,,CONTACT,CONTACT,AJAX,,+31 (0) 20 311 14 80,,,2020,,,,,,,,,125.159천 유로,,,-7.590천 유로,,1.818천 유로,,,,,-8.105천 유로,,,,,,,,,,,,"4050, Travel and Leisure","4050, Travel and Leisure","40501030, Recreational Services","40501030, Recreational Services",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,AJAX,,12.40 EUR,12.40 EUR,12.95 EUR,,15.70 EUR,,,,"2,290",227.333M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSIMCD,IMCD,IMCD,IMCD(English: IMCD) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Wilhelminaplein 32,IMCD(English: IMCD) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Wilhelminaplein 32,IMCD(English: IMCD) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 3.435.250K Euros. You can find more information on company's website. Company Address: Wilhelminaplein 32,IMCD(English: IMCD) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 3.435.250K Euros. You can find more information on company's website. Company Address: Wilhelminaplein 32,,,,+31 (0)10 290 86 84,+31 (0)10 290 86 80,,http://www.imcdgroup.com,,,,,,Wilhelminaplein 32,Wilhelminaplein 32,"NL-3072 DE Rotterdam, Zuid-Holland","NL-3072 DE Rotterdam, Zuid-Holland",,,,,Active,,,CONTACT,CONTACT,IMCD,,+31 (0)10 290 86 80,,,2021,,,,,,,,,3.435.250천 유로,,,305.465천 유로,,16.733천 유로,,,,,207.236천 유로,,,,,,,,,,,,"5520, Chemicals","5520, Chemicals","55201020, Specialty Chemicals","55201020, Specialty Chemicals",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,IEX,,137.80 EUR,139.55 EUR,161.30 EUR,,211.30 EUR,,,,"2,103,071",7.853B,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSNSI N.V.,NSI N.V.,NSI N.V.,NSI N.V.(English: NSI N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Antareslaan 69-75,NSI N.V.(English: NSI N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Antareslaan 69-75,NSI N.V.(English: NSI N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 77.507K Euros. You can find more information on company's website. Company Address: Antareslaan 69-75,NSI N.V.(English: NSI N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 77.507K Euros. You can find more information on company's website. Company Address: Antareslaan 69-75,,,,+31 (0)20 76 30 300,+31 (0)20 25 81 123,,http://www.nsi.nl,,,,,,Antareslaan 69-75,Antareslaan 69-75,POBox 3044,POBox 3044,,,,,Active,,,CONTACT,CONTACT,NSI N.V.,,+31 (0)20 25 81 123,https://live.euronext.com/en/product/equities/,,2021,,,,,,,,,77.507천 유로,,,,,10.207천 유로,,,,,,,,,,,,,,,,,"3510, Real Estate","3510, Real Estate","35102030, Office REITs","35102030, Office REITs",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,NN,,37.05 EUR,37.85 EUR,37.85 EUR,,39.85 EUR,,,,"27,452",729.819M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSBRUNEL INTERNAT,BRUNEL INTERNAT,BRUNEL INTERNAT,BRUNEL INTERNAT(English: BRUNEL INTERNAT) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: John M. Keynesplein 33,BRUNEL INTERNAT(English: BRUNEL INTERNAT) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: John M. Keynesplein 33,BRUNEL INTERNAT(English: BRUNEL INTERNAT) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 899.668K Euros. You can find more information on company's website. Company Address: John M. Keynesplein 33,BRUNEL INTERNAT(English: BRUNEL INTERNAT) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 899.668K Euros. You can find more information on company's website. Company Address: John M. Keynesplein 33,,,,+31 (0)20 312 50 00,+31 (0)20 312 50 99,,https://www.brunelinternational.net/,,,,,,John M. Keynesplein 33,John M. Keynesplein 33,PO Box 9081,PO Box 9081,,,,,Active,,,CONTACT,CONTACT,BRUNEL INTERNAT,,+31 (0)20 312 50 99,,,2021,,,,,,,,,899.668천 유로,,,47.650천 유로,,20천 유로,,,,,32.991천 유로,,,,,,,,,,,,"5020, Industrial Goods and Services","5020, Industrial Goods and Services","50205025, Business Training and Employment Agencies","50205025, Business Training and Employment Agencies",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,BRNL,,10.36 EUR,10.76 EUR,11.74 EUR,,12.82 EUR,,,,725,523.953M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSBRUNEL INTERNAT,BRUNEL INTERNAT,BRUNEL INTERNAT,BRUNEL INTERNAT(English: BRUNEL INTERNAT) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: John M. Keynesplein 33,BRUNEL INTERNAT(English: BRUNEL INTERNAT) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: John M. Keynesplein 33,BRUNEL INTERNAT(English: BRUNEL INTERNAT) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 899.668K Euros. You can find more information on company's website. Company Address: John M. Keynesplein 33,BRUNEL INTERNAT(English: BRUNEL INTERNAT) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 899.668K Euros. You can find more information on company's website. Company Address: John M. Keynesplein 33,,,,+31 (0)20 312 50 00,+31 (0)20 312 50 99,,https://www.brunelinternational.net/,,,,,,John M. Keynesplein 33,John M. Keynesplein 33,PO Box 9081,PO Box 9081,,,,,Active,,,CONTACT,CONTACT,BRUNEL INTERNAT,,+31 (0)20 312 50 99,,,2021,,,,,,,,,899.668천 유로,,,47.650천 유로,,20천 유로,,,,,32.991천 유로,,,,,,,,,,,,"5020, Industrial Goods and Services","5020, Industrial Goods and Services","50205025, Business Training and Employment Agencies","50205025, Business Training and Employment Agencies",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,BRNL,,10.34 EUR,10.76 EUR,11.74 EUR,,12.82 EUR,,,,"3,561",522.942M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSAccell Group N.V.,Accell Group N.V.,Accell Group N.V.,Accell Group N.V.(English: Accell Group N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Industrieweg 4,Accell Group N.V.(English: Accell Group N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Industrieweg 4,Accell Group N.V.(English: Accell Group N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 1.377.112K Euros. You can find more information on company's website. Company Address: Industrieweg 4,Accell Group N.V.(English: Accell Group N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 1.377.112K Euros. You can find more information on company's website. Company Address: Industrieweg 4,,,,+31 (0)513 638 703,+31 (0)513 638 709,,https://www.accell-group.com/nl/investor-relations,,,,,,Industrieweg 4,Industrieweg 4,Po Box 435,Po Box 435,,,,,Active,,,CONTACT,CONTACT,Accell Group N.V.,,+31 (0)513 638 709,,,2021,,,,,,,,,1.377.112천 유로,,,110.056천 유로,,10.555천 유로,,,,,69.974천 유로,,,,,,,,,,,,"4020, Consumer Products and Services","4020, Consumer Products and Services","40203050, Recreational Products","40203050, Recreational Products",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,ACCEL,,51.85 EUR,54.55 EUR,57.55 EUR,,58.50 EUR,,,,"1,267,315",1.392B,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSAccell Group N.V.,Accell Group N.V.,Accell Group N.V.,Accell Group N.V.(English: Accell Group N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Industrieweg 4,Accell Group N.V.(English: Accell Group N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Industrieweg 4,Accell Group N.V.(English: Accell Group N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 1.377.112K Euros. You can find more information on company's website. Company Address: Industrieweg 4,Accell Group N.V.(English: Accell Group N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 1.377.112K Euros. You can find more information on company's website. Company Address: Industrieweg 4,,,,+31 (0)513 638 703,+31 (0)513 638 709,,https://www.accell-group.com/nl/investor-relations,,,,,,Industrieweg 4,Industrieweg 4,Po Box 435,Po Box 435,,,,,Active,,,CONTACT,CONTACT,Accell Group N.V.,,+31 (0)513 638 709,,,2021,,,,,,,,,1.377.112천 유로,,,110.056천 유로,,10.555천 유로,,,,,69.974천 유로,,,,,,,,,,,,"4020, Consumer Products and Services","4020, Consumer Products and Services","40203050, Recreational Products","40203050, Recreational Products",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,ACCEL,,52.25 EUR,54.55 EUR,57.55 EUR,,58.50 EUR,,,,"11,943",1.403B,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSESG CORE INVESTMENTS,ESG CORE INVESTMENTS,ESG CORE INVESTMENTS,ESG CORE INVESTMENTS(English: ESG CORE INVESTMENTS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Landgoed het Stokhorst Oldenzaalsestraat 500,ESG CORE INVESTMENTS(English: ESG CORE INVESTMENTS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Landgoed het Stokhorst Oldenzaalsestraat 500,ESG CORE INVESTMENTS(English: ESG CORE INVESTMENTS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 0K Euros. You can find more information on company's website. Company Address: Landgoed het Stokhorst Oldenzaalsestraat 500,ESG CORE INVESTMENTS(English: ESG CORE INVESTMENTS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 0K Euros. You can find more information on company's website. Company Address: Landgoed het Stokhorst Oldenzaalsestraat 500,,,,+31 (0)53 30 300 80,+31 (0)53 30 300 89,,https://esgcoreinvestments.com,,,,,,Landgoed het Stokhorst Oldenzaalsestraat 500,Landgoed het Stokhorst Oldenzaalsestraat 500,"NL-7524 AE Enschede, Gelderland","NL-7524 AE Enschede, Gelderland",,,,,Active,,,CONTACT,CONTACT,ESG CORE INVESTMENTS,,+31 (0)53 30 300 89,,,2021,,,,,,,,,0천 유로,,,,,,,,,,-612천 유로,,,,,,,,,,,,"3020, Financial Services","3020, Financial Services","30205000, Open End and Miscellaneous Investment Vehicles","30205000, Open End and Miscellaneous Investment Vehicles",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,ESG,,9.52 EUR,9.60 EUR,9.62 EUR,,9.897 EUR,,,,"28,456",238.000M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSESG CORE INVESTMENTS,ESG CORE INVESTMENTS,ESG CORE INVESTMENTS,ESG CORE INVESTMENTS(English: ESG CORE INVESTMENTS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Landgoed het Stokhorst Oldenzaalsestraat 500,ESG CORE INVESTMENTS(English: ESG CORE INVESTMENTS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Landgoed het Stokhorst Oldenzaalsestraat 500,ESG CORE INVESTMENTS(English: ESG CORE INVESTMENTS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 0K Euros. You can find more information on company's website. Company Address: Landgoed het Stokhorst Oldenzaalsestraat 500,ESG CORE INVESTMENTS(English: ESG CORE INVESTMENTS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 0K Euros. You can find more information on company's website. Company Address: Landgoed het Stokhorst Oldenzaalsestraat 500,,,,+31 (0)53 30 300 80,+31 (0)53 30 300 89,,https://esgcoreinvestments.com,,,,,,Landgoed het Stokhorst Oldenzaalsestraat 500,Landgoed het Stokhorst Oldenzaalsestraat 500,"NL-7524 AE Enschede, Gelderland","NL-7524 AE Enschede, Gelderland",,,,,Active,,,CONTACT,CONTACT,ESG CORE INVESTMENTS,,+31 (0)53 30 300 89,,,2021,,,,,,,,,0천 유로,,,,,,,,,,-612천 유로,,,,,,,,,,,,"3020, Financial Services","3020, Financial Services","30205000, Open End and Miscellaneous Investment Vehicles","30205000, Open End and Miscellaneous Investment Vehicles",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,ESG,,9.52 EUR,9.60 EUR,9.62 EUR,,9.897 EUR,,,,"1,348,950",238.000M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSFORFARMERS,FORFARMERS,FORFARMERS,FORFARMERS(English: FORFARMERS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Kwinkweerd 12,FORFARMERS(English: FORFARMERS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Kwinkweerd 12,FORFARMERS(English: FORFARMERS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 2.670.517K Euros. You can find more information on company's website. Company Address: Kwinkweerd 12,FORFARMERS(English: FORFARMERS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 2.670.517K Euros. You can find more information on company's website. Company Address: Kwinkweerd 12,,,,+31 (0)573 28 88 00,+31 (0)573 28 88 99,,http://www.forfarmersgroup.eu,,,,,,Kwinkweerd 12,Kwinkweerd 12,NL-7241 CW Lochem,NL-7241 CW Lochem,,,,,Active,Caroline Vogelzang,Caroline Vogelzang,CONTACT,CONTACT,FORFARMERS,,+31 (0)573 28 88 99,caroline.vogelzang@forfarmers.eu,,2021,,,,,,,,,2.670.517천 유로,,,22.606천 유로,,1.353천 유로,,,,,12.469천 유로,,,,,,,,,,,,"4510, Food, Beverage and Tobacco","4510, Food, Beverage and Tobacco","45102010, Farming, Fishing, Ranching and Plantations","45102010, Farming, Fishing, Ranching and Plantations",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,FFARM,,2.96 EUR,2.995 EUR,3.035 EUR,,5.236 EUR,,,,"118,464",281.848M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSFORFARMERS,FORFARMERS,FORFARMERS,FORFARMERS(English: FORFARMERS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Kwinkweerd 12,FORFARMERS(English: FORFARMERS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Kwinkweerd 12,FORFARMERS(English: FORFARMERS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 2.670.517K Euros. You can find more information on company's website. Company Address: Kwinkweerd 12,FORFARMERS(English: FORFARMERS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 2.670.517K Euros. You can find more information on company's website. Company Address: Kwinkweerd 12,,,,+31 (0)573 28 88 00,+31 (0)573 28 88 99,,http://www.forfarmersgroup.eu,,,,,,Kwinkweerd 12,Kwinkweerd 12,NL-7241 CW Lochem,NL-7241 CW Lochem,,,,,Active,Caroline Vogelzang,Caroline Vogelzang,CONTACT,CONTACT,FORFARMERS,,+31 (0)573 28 88 99,caroline.vogelzang@forfarmers.eu,,2021,,,,,,,,,2.670.517천 유로,,,22.606천 유로,,1.353천 유로,,,,,12.469천 유로,,,,,,,,,,,,"4510, Food, Beverage and Tobacco","4510, Food, Beverage and Tobacco","45102010, Farming, Fishing, Ranching and Plantations","45102010, Farming, Fishing, Ranching and Plantations",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,FFARM,,2.98 EUR,2.995 EUR,3.035 EUR,,5.236 EUR,,,,"141,422",283.752M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSAKZO NOBEL,AKZO NOBEL,AKZO NOBEL,AKZO NOBEL(English: AKZO NOBEL) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Christian Neefestraat 2,AKZO NOBEL(English: AKZO NOBEL) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Christian Neefestraat 2,AKZO NOBEL(English: AKZO NOBEL) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 9.587.000K Euros. You can find more information on company's website. Company Address: Christian Neefestraat 2,AKZO NOBEL(English: AKZO NOBEL) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 9.587.000K Euros. You can find more information on company's website. Company Address: Christian Neefestraat 2,,,,+31 20 502 7555,+31 20 502 7666,,https://www.akzonobel.com/en/investors,,,,,,Christian Neefestraat 2,Christian Neefestraat 2,PO Box 75730,PO Box 75730,,,,,Active,,,CONTACT,CONTACT,AKZO NOBEL,,+31 20 502 7666,investor.relations@akzonobel.com,,2021,,,,,,,,,9.587.000천 유로,,,1.118.000천 유로,,62.000천 유로,,,,,865.000천 유로,,,,,,,,,,,,"5520, Chemicals","5520, Chemicals","55201020, Specialty Chemicals","55201020, Specialty Chemicals",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,AKZA,,82.56 EUR,82.88 EUR,85.10 EUR,,108.45 EUR,,,,"24,400,547",14.994B,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSAKZO NOBEL,AKZO NOBEL,AKZO NOBEL,AKZO NOBEL(English: AKZO NOBEL) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Christian Neefestraat 2,AKZO NOBEL(English: AKZO NOBEL) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Christian Neefestraat 2,AKZO NOBEL(English: AKZO NOBEL) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 9.587.000K Euros. You can find more information on company's website. Company Address: Christian Neefestraat 2,AKZO NOBEL(English: AKZO NOBEL) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 9.587.000K Euros. You can find more information on company's website. Company Address: Christian Neefestraat 2,,,,+31 20 502 7555,+31 20 502 7666,,https://www.akzonobel.com/en/investors,,,,,,Christian Neefestraat 2,Christian Neefestraat 2,PO Box 75730,PO Box 75730,,,,,Active,,,CONTACT,CONTACT,AKZO NOBEL,,+31 20 502 7666,investor.relations@akzonobel.com,,2021,,,,,,,,,9.587.000천 유로,,,1.118.000천 유로,,62.000천 유로,,,,,865.000천 유로,,,,,,,,,,,,"5520, Chemicals","5520, Chemicals","55201020, Specialty Chemicals","55201020, Specialty Chemicals",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,AKZA,,82.04 EUR,82.88 EUR,85.10 EUR,,108.45 EUR,,,,"1,881,771",14.899B,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSB&S Group,B&S Group,B&S Group,B&S Group(English: B&S Group) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: 14 Rue de Strachen,B&S Group(English: B&S Group) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: 14 Rue de Strachen,B&S Group(English: B&S Group) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 1.869.507K Euros. You can find more information on company's website. Company Address: 14 Rue de Strachen,B&S Group(English: B&S Group) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 1.869.507K Euros. You can find more information on company's website. Company Address: 14 Rue de Strachen,,,,+352 26 87 08 81,,,https://www.bs-group-sa.com/investors/,,,,,,14 Rue de Strachen,14 Rue de Strachen,LU-6933 Mensdorf,LU-6933 Mensdorf,,,,,Active,Anke BONGERS,Anke BONGERS,CONTACT,CONTACT,B&S Group,,,ABongers@bs-international.nl,,2021,,,,,,,,,1.869.507천 유로,,,75.461천 유로,,4.949천 유로,,,,,54.574천 유로,,,,,,,,,,,,"4040, Retail","4040, Retail","40401010, Diversified Retailers","40401010, Diversified Retailers",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,BSGR,,5.50 EUR,5.70 EUR,7.20 EUR,,9.39 EUR,,,,"198,000",462.975M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSB&S Group,B&S Group,B&S Group,B&S Group(English: B&S Group) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: 14 Rue de Strachen,B&S Group(English: B&S Group) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: 14 Rue de Strachen,B&S Group(English: B&S Group) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 1.869.507K Euros. You can find more information on company's website. Company Address: 14 Rue de Strachen,B&S Group(English: B&S Group) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 1.869.507K Euros. You can find more information on company's website. Company Address: 14 Rue de Strachen,,,,+352 26 87 08 81,,,https://www.bs-group-sa.com/investors/,,,,,,14 Rue de Strachen,14 Rue de Strachen,LU-6933 Mensdorf,LU-6933 Mensdorf,,,,,Active,Anke BONGERS,Anke BONGERS,CONTACT,CONTACT,B&S Group,,,ABongers@bs-international.nl,,2021,,,,,,,,,1.869.507천 유로,,,75.461천 유로,,4.949천 유로,,,,,54.574천 유로,,,,,,,,,,,,"4040, Retail","4040, Retail","40401010, Diversified Retailers","40401010, Diversified Retailers",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,BSGR,,5.45 EUR,5.70 EUR,7.20 EUR,,9.39 EUR,,,,"25,743",458.766M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
