,name,name_eng,description_short,description,founded_date,product,homepage,employee_cnt,revenue,ceo_name,email,tel,fax,address1,address2,post_code,facebook,youtube,logo,hash_tag,nation_id,industry_id,is_active,created_at,updated_at
10,Lyxor MSCI India UCITS ETF Acc EUR,Lyxor MSCI India UCITS ETF Acc EUR,"International Consolidated Airlines Group SA is a holding company, company engages in the provision of passenger and freight air transportation services. The company is headquartered in West Drayton, Middlesex and currently employs 63,531 full-time employees. Its segments include British Airways, Iberia, Vueling, Aer Lingus and Other Group companies. The company combines the airlines in the United Kingdom, Spain and Ireland. The company has approximately 550 aircrafts to over 280 destinations. The firm operates various aircraft fleet services, including Airbus A318, Airbus A319, Airbus A340-600, Boeing 787-800, Embraer E190 and Boeing 777-200, among others. The Company, through its subsidiaries, is engaged in providing airline marketing, airline operations, insurance, aircraft maintenance, storage and custody services, air freight operations and cargo transport services. The firm offers its services in cities, including London, Madrid, Barcelona, Rome and Dublin. The firm's brands include British Airways, Iberia, Vueling, Aer Lingus, IAG Cargo and Avios.","International Consolidated Airlines Group SA is a holding company, company engages in the provision of passenger and freight air transportation services. The company is headquartered in West Drayton, Middlesex and currently employs 63,531 full-time employees. Its segments include British Airways, Iberia, Vueling, Aer Lingus and Other Group companies. The company combines the airlines in the United Kingdom, Spain and Ireland. The company has approximately 550 aircrafts to over 280 destinations. The firm operates various aircraft fleet services, including Airbus A318, Airbus A319, Airbus A340-600, Boeing 787-800, Embraer E190 and Boeing 777-200, among others. The Company, through its subsidiaries, is engaged in providing airline marketing, airline operations, insurance, aircraft maintenance, storage and custody services, air freight operations and cargo transport services. The firm offers its services in cities, including London, Madrid, Barcelona, Rome and Dublin. The firm's brands include British Airways, Iberia, Vueling, Aer Lingus, IAG Cargo and Avios.",2011-01-10,Transportation,https://www.iairgroup.com/es,64642,8455000000,Mr. William Walsh,NA,4.42E+11,NA,"Waterside Haa2, PO Box 365","West Drayton, MIDDLESEX, DE",NA,https://www.iairgroup.com/es,https://www.iairgroup.com/es,https://financialmodelingprep.com/image-stock/INR.DE.jpg,"#Lyxor MSCI India UCITS ETF Acc EUR, #Transportation, #Airlines",15,1,TRUE,2022-05-23,2022-05-23
11,"ImmunoGen, Inc.","ImmunoGen, Inc.","ImmunoGen, Inc., a clinical-stage biotechnology company, develops antibody-drug conjugate (ADC) therapies to treat cancer. The company's product candidates include mirvetuximab soravtansine, an ADC targeting folate-receptor alpha (FRa), which is in Phase III clinical trial for the treatment of platinum-resistant ovarian cancer; and Pivekimab sunirine, a CD123-targeting ADC that is in Phase II clinical trial for treating acute myeloid leukemia and blastic plasmacytoid dendritic cell neoplasm. Its preclinical programs include IMGC936, an ADC in co-development with MacroGenics, Inc.; and IMGN151, an anti FRa product candidate. The company has collaborations with Roche; Amgen/Oxford BioTherapeutics; Bayer HealthCare AG; Eli Lilly and Company; Novartis Institutes for BioMedical Research, Inc.; CytomX Therapeutics, Inc.; Fusion Pharmaceuticals Inc.; Debiopharm International SA; and MacroGenics, Inc. ImmunoGen, Inc. was founded in 1980 and is headquartered in Waltham, Massachusetts.","ImmunoGen, Inc., a clinical-stage biotechnology company, develops antibody-drug conjugate (ADC) therapies to treat cancer. The company's product candidates include mirvetuximab soravtansine, an ADC targeting folate-receptor alpha (FRa), which is in Phase III clinical trial for the treatment of platinum-resistant ovarian cancer; and Pivekimab sunirine, a CD123-targeting ADC that is in Phase II clinical trial for treating acute myeloid leukemia and blastic plasmacytoid dendritic cell neoplasm. Its preclinical programs include IMGC936, an ADC in co-development with MacroGenics, Inc.; and IMGN151, an anti FRa product candidate. The company has collaborations with Roche; Amgen/Oxford BioTherapeutics; Bayer HealthCare AG; Eli Lilly and Company; Novartis Institutes for BioMedical Research, Inc.; CytomX Therapeutics, Inc.; Fusion Pharmaceuticals Inc.; Debiopharm International SA; and MacroGenics, Inc. ImmunoGen, Inc. was founded in 1980 and is headquartered in Waltham, Massachusetts.",1989-11-17,Biotechnology,https://www.immunogen.com,106,69856000,Mr. Mark Enyedy,NA,17818950600,NA,830 WINTER ST,"Boston, MASSACHUSETTS, US",02451-1477,https://www.immunogen.com,https://www.immunogen.com,https://financialmodelingprep.com/image-stock/IMU.DE.png,"#ImmunoGen, Inc., #Biotechnology, #Healthcare",15,1,TRUE,2022-05-23,2022-05-23
12,Scherzer & Co. AG,Scherzer & Co. AG,"Scherzer & Co. AG is a publicly owned investment manager. The firm provides its services to Institutional and private investors. The firm focuses on high-growth companies that have a sustainable business model. Scherzer & Co. AG was founded in 1880 and is based in Cologne, Germany.","Scherzer & Co. AG is a publicly owned investment manager. The firm provides its services to Institutional and private investors. The firm focuses on high-growth companies that have a sustainable business model. Scherzer & Co. AG was founded in 1880 and is based in Cologne, Germany.",2005-09-26,Asset Management,https://www.scherzer-ag.de,3,16813228.82,NA,NA,49221820320,NA,Friesenstrasse 50,"Cologne, NORDRHEIN-WESTFALEN, DE",50670,https://www.scherzer-ag.de,https://www.scherzer-ag.de,https://financialmodelingprep.com/image-stock/PZS.DE.jpg,"#Scherzer & Co. AG, #Asset Management, #Financial Services",15,1,TRUE,2022-05-23,2022-05-23
13,"Illumina, Inc.","Illumina, Inc.","Illumina, Inc. provides sequencing and array-based solutions for genetic and genomic analysis. Its products and services serve customers in a range of markets enabling the adoption of genomic solutions in research and clinical settings for applications in the life sciences, oncology, reproductive health, agriculture, and other emerging segments. The company provides instruments and consumables used in genetic analysis; and genotyping and sequencing services, instrument service contracts, and development and licensing agreements, as well as cancer detection testing services. Its customers include genomic research centers, academic institutions, government laboratories, and hospitals, as well as pharmaceutical, biotechnology, commercial molecular diagnostic laboratories, and consumer genomics companies. The company markets and distributes its products directly to customers in North America, Europe, Latin America, and the Asia-Pacific region, as well as sells through life-science distributors in various markets within Europe, the Asia-Pacific region, Latin America, the Middle East, and Africa. The company was incorporated in 1998 and is based in San Diego, California.","Illumina, Inc. provides sequencing and array-based solutions for genetic and genomic analysis. Its products and services serve customers in a range of markets enabling the adoption of genomic solutions in research and clinical settings for applications in the life sciences, oncology, reproductive health, agriculture, and other emerging segments. The company provides instruments and consumables used in genetic analysis; and genotyping and sequencing services, instrument service contracts, and development and licensing agreements, as well as cancer detection testing services. Its customers include genomic research centers, academic institutions, government laboratories, and hospitals, as well as pharmaceutical, biotechnology, commercial molecular diagnostic laboratories, and consumer genomics companies. The company markets and distributes its products directly to customers in North America, Europe, Latin America, and the Asia-Pacific region, as well as sells through life-science distributors in various markets within Europe, the Asia-Pacific region, Latin America, the Middle East, and Africa. The company was incorporated in 1998 and is based in San Diego, California.",2000-07-28,Diagnostics & Research,https://www.illumina.com,9800,4526000000,Mr. Francis deSouza,NA,18582024500,NA,5200 Illumina Way,"San Diego, CALIFORNIA, US",92122,https://www.illumina.com,https://www.illumina.com,https://financialmodelingprep.com/image-stock/ILU.DE.png,"#Illumina, Inc., #Diagnostics & Research, #Healthcare",15,1,TRUE,2022-05-23,2022-05-23
14,Schaeffler AG,Schaeffler AG,"Schaeffler AG, together with its subsidiaries, manufactures and sells precision components and systems for automotive and industrial applications in Europe, the Americas, China, and the Asia Pacific. The company's Automotive OEM division offers engine systems, including rolling bearing solutions, belt and chain drive products, valve train components, and systems for variable valve trains; and transmission systems, such as torsion and vibration dampers, clutches and double clutch systems, torque converters, CVT components, lightweight differentials, bearing solutions, and synchronizing and gearshift components. This division also provides chassis systems comprising wheel bearings, bearing solutions, steering components, electromechanical actuators for roll stabilizers, and power-assisted steering systems; and hybrid and electrical drive systems that include hybrid modules, electrical axle drives, and electrical wheel hub drives. Its Automotive Aftermarket division offers repair solutions for passenger cars, light commercial vehicles, heavy commercial vehicles, and tractors, as well as supporting services. The company's Industrial division provides components and systems. This division serves customers in the mobility, energy and raw materials, production machinery, aerospace, and industrial distribution. The company has a strategic partnership with Fraunhofer-Gesellschaft. The company was formerly known as INA Beteiligungsgesellschaft mit beschrÃ¤nkter Haftung and changed its name to Schaeffler AG in October 2014. The company was founded in 1946 and is headquartered in Herzogenaurach, Germany. Schaeffler AG is a subsidiary of IHO Verwaltungs GmbH.","Schaeffler AG, together with its subsidiaries, manufactures and sells precision components and systems for automotive and industrial applications in Europe, the Americas, China, and the Asia Pacific. The company's Automotive OEM division offers engine systems, including rolling bearing solutions, belt and chain drive products, valve train components, and systems for variable valve trains; and transmission systems, such as torsion and vibration dampers, clutches and double clutch systems, torque converters, CVT components, lightweight differentials, bearing solutions, and synchronizing and gearshift components. This division also provides chassis systems comprising wheel bearings, bearing solutions, steering components, electromechanical actuators for roll stabilizers, and power-assisted steering systems; and hybrid and electrical drive systems that include hybrid modules, electrical axle drives, and electrical wheel hub drives. Its Automotive Aftermarket division offers repair solutions for passenger cars, light commercial vehicles, heavy commercial vehicles, and tractors, as well as supporting services. The company's Industrial division provides components and systems. This division serves customers in the mobility, energy and raw materials, production machinery, aerospace, and industrial distribution. The company has a strategic partnership with Fraunhofer-Gesellschaft. The company was formerly known as INA Beteiligungsgesellschaft mit beschrÃ¤nkter Haftung and changed its name to Schaeffler AG in October 2014. The company was founded in 1946 and is headquartered in Herzogenaurach, Germany. Schaeffler AG is a subsidiary of IHO Verwaltungs GmbH.",2015-10-09,Auto Parts,https://www.schaeffler.com,83089,13852000000,Mr. Klaus Rosenfeld,NA,499132820,NA,Industriestrasse 1-3,"Herzogenaurach, BAYERN, DE",91074,https://www.schaeffler.com,https://www.schaeffler.com,https://financialmodelingprep.com/image-stock/SHA.DE.png,"#Schaeffler AG, #Auto Parts, #Consumer Cyclical",15,1,TRUE,2022-05-23,2022-05-23
15,BB Biotech AG,BB Biotech AG,"BB Biotech AG is an equity fund launched and managed by Bellevue Asset Management AG. The fund invests in the public equity markets across the globe. It primarily invests in stocks of companies that are engaged in medications and diagnostics based on modern biotechnology. The fund employs a fundamental analysis to create its portfolio. BB Biotech AG was formed on November 09, 1993 and is domiciled in Switzerland.","BB Biotech AG is an equity fund launched and managed by Bellevue Asset Management AG. The fund invests in the public equity markets across the globe. It primarily invests in stocks of companies that are engaged in medications and diagnostics based on modern biotechnology. The fund employs a fundamental analysis to create its portfolio. BB Biotech AG was formed on November 09, 1993 and is domiciled in Switzerland.",2006-11-08,Biotechnology,https://www.bbbiotech.ch/en/bb-biotech/,10,-396220000,NA,NA,41526240845,NA,Schwertstrasse 6,"Schaffhausen, SCHAFFHAUSEN, CH",8700,https://www.bbbiotech.ch/en/bb-biotech/,https://www.bbbiotech.ch/en/bb-biotech/,https://financialmodelingprep.com/image-stock/BBZA.DE.png,"#BB Biotech AG, #Biotechnology, #Healthcare",15,1,TRUE,2022-05-23,2022-05-23
16,Hypoport SE,Hypoport SE,"Hypoport SE operates as a technology-based financial service provider in Germany. The company operates through four segments: Credit Platform, Private Clients, Real Estate Platform, and Insurance Platform. It offers EUROPACE marketplace for independent distributors to process their financing transactions with the product suppliers they represent. The company also provides mortgage finance, personal loans, insurance, and current and deposit accounts through distribution channels, including online and branch-based sales. In addition, it offers advice and customized solutions in the areas of financial management, portfolio management, and insurance for business customers; PRoMMiSe, a software that helps banks with the analysis and reporting of securitized or collateralized loan portfolios; Software as a Service for banks and housing companies; and property valuation services, as well as supports issuers with the provision of information technology and a range of services. Further, it develops and operates software solutions for the sale and management of insurance products; operates SMART INSUR, a web-based B2B platform for advice, comparison of tariffs, and the administration of insurance policies; and provides support services to small and medium-sized financial product distributors in relation to the brokerage of insurance policies. The company was founded in 1954 and is headquartered in LÃ¼beck, Germany.","Hypoport SE operates as a technology-based financial service provider in Germany. The company operates through four segments: Credit Platform, Private Clients, Real Estate Platform, and Insurance Platform. It offers EUROPACE marketplace for independent distributors to process their financing transactions with the product suppliers they represent. The company also provides mortgage finance, personal loans, insurance, and current and deposit accounts through distribution channels, including online and branch-based sales. In addition, it offers advice and customized solutions in the areas of financial management, portfolio management, and insurance for business customers; PRoMMiSe, a software that helps banks with the analysis and reporting of securitized or collateralized loan portfolios; Software as a Service for banks and housing companies; and property valuation services, as well as supports issuers with the provision of information technology and a range of services. Further, it develops and operates software solutions for the sale and management of insurance products; operates SMART INSUR, a web-based B2B platform for advice, comparison of tariffs, and the administration of insurance policies; and provides support services to small and medium-sized financial product distributors in relation to the brokerage of insurance policies. The company was founded in 1954 and is headquartered in LÃ¼beck, Germany.",2007-10-29,Credit Services,https://www.hypoport.com,2435,446300000,Mr. Ronald Slabke,NA,4930420860,NA,,"Berlin, BERLIN, DE",23558,https://www.hypoport.com,https://www.hypoport.com,https://financialmodelingprep.com/image-stock/HYQ.DE.png,"#Hypoport SE, #Credit Services, #Financial Services",15,1,TRUE,2022-05-23,2022-05-23
17,Entergy Corporation,Entergy Corporation,"Entergy Corporation, together with its subsidiaries, engages in the production and distribution of electricity in the United States. It operates in two segments, Utility and Entergy Wholesale Commodities. The Utility segment generates, transmits, distributes, and sells electric power in portions of Arkansas, Louisiana, Mississippi, and Texas, including the City of New Orleans; and distributes natural gas. The Entergy Wholesale Commodities segment is involved in the ownership, operation, and decommissioning of nuclear power plants located in the northern United States; sale of electric power to wholesale customers; provision of services to other nuclear power plant owners; and ownership of interests in non-nuclear power plants that sell electric power to wholesale customers. The company generates electricity through gas, nuclear, coal, hydro, and solar power sources. It sells energy to retail power providers, utilities, electric power co-operatives, power trading organizations, and other power generation companies. Its power plants have approximately 26,000 megawatts (MW) of electric generating capacity, which include 6,000 MW of nuclear power. The company delivers electricity to 3 million utility customers in Arkansas, Louisiana, Mississippi, and Texas. Entergy Corporation was founded in 1913 and is based in New Orleans, Louisiana.","Entergy Corporation, together with its subsidiaries, engages in the production and distribution of electricity in the United States. It operates in two segments, Utility and Entergy Wholesale Commodities. The Utility segment generates, transmits, distributes, and sells electric power in portions of Arkansas, Louisiana, Mississippi, and Texas, including the City of New Orleans; and distributes natural gas. The Entergy Wholesale Commodities segment is involved in the ownership, operation, and decommissioning of nuclear power plants located in the northern United States; sale of electric power to wholesale customers; provision of services to other nuclear power plant owners; and ownership of interests in non-nuclear power plants that sell electric power to wholesale customers. The company generates electricity through gas, nuclear, coal, hydro, and solar power sources. It sells energy to retail power providers, utilities, electric power co-operatives, power trading organizations, and other power generation companies. Its power plants have approximately 26,000 megawatts (MW) of electric generating capacity, which include 6,000 MW of nuclear power. The company delivers electricity to 3 million utility customers in Arkansas, Louisiana, Mississippi, and Texas. Entergy Corporation was founded in 1913 and is based in New Orleans, Louisiana.",1949-05-31,Utilities?”Regulated Electric,https://www.entergy.com,12500,11742896000,Mr. Leo Denault,NA,15045764000,NA,639 Loyola Ave,"New Orleans, LOUISIANA, US",70113,https://www.entergy.com,https://www.entergy.com,https://financialmodelingprep.com/image-stock/ETY.DE.png,"#Entergy Corporation, #Utilities?”Regulated Electric, #Utilities",15,1,TRUE,2022-05-23,2022-05-23
18,Andritz AG,Andritz AG,"Andritz AG provides plants, equipment, and services for pulp and paper industry, metalworking and steel industries, hydropower stations, and solid/liquid separation in the municipal and industrial sectors. It operates through four segments: Pulp & Paper, Metals, Hydro, and Separation. The Pulp & Paper segment supplies technology, automation, and service solutions to produce pulp, paper, board, and tissue; boilers for power generation; flue gas cleaning systems; plants to produce nonwovens and panelboards; and recycling and shredding solutions for various waste materials. The Metals segment provides technologies, plants, and digital solutions, including automation and software solutions, and process know-how and services; and solutions for the production and processing of flat products and welding systems, as well as services for the metals processing industry. The Hydro segment supplies electromechanical equipment and services for hydropower plants; and pumps for irrigation, water supply, and flood control, as well as offers turbo generators. The Separation segment offers mechanical and thermal technologies, as well as services and related automation solutions for solid/liquid separation to serve chemical, environmental, food, mining, and minerals industries; and technologies and services for the production of animal feed and biomass pellets. In addition, it serves to carbon steel, stainless steel, aluminum, and solution for automotive industries. It operates primarily in Europe, North America, South America, and China and rest of Asia. The company was founded in 1852 and is headquartered in Graz, Austria.","Andritz AG provides plants, equipment, and services for pulp and paper industry, metalworking and steel industries, hydropower stations, and solid/liquid separation in the municipal and industrial sectors. It operates through four segments: Pulp & Paper, Metals, Hydro, and Separation. The Pulp & Paper segment supplies technology, automation, and service solutions to produce pulp, paper, board, and tissue; boilers for power generation; flue gas cleaning systems; plants to produce nonwovens and panelboards; and recycling and shredding solutions for various waste materials. The Metals segment provides technologies, plants, and digital solutions, including automation and software solutions, and process know-how and services; and solutions for the production and processing of flat products and welding systems, as well as services for the metals processing industry. The Hydro segment supplies electromechanical equipment and services for hydropower plants; and pumps for irrigation, water supply, and flood control, as well as offers turbo generators. The Separation segment offers mechanical and thermal technologies, as well as services and related automation solutions for solid/liquid separation to serve chemical, environmental, food, mining, and minerals industries; and technologies and services for the production of animal feed and biomass pellets. In addition, it serves to carbon steel, stainless steel, aluminum, and solution for automotive industries. It operates primarily in Europe, North America, South America, and China and rest of Asia. The company was founded in 1852 and is headquartered in Graz, Austria.",2001-06-25,Industrial Distribution,https://www.andritz.com,27108,6463000000,Dr. Wolfgang Leitner,NA,4331669020,NA,Stattegger Strasse 18,"Graz, STEIERMARK, AT",8045,https://www.andritz.com,https://www.andritz.com,https://financialmodelingprep.com/image-stock/AZ2.DE.png,"#Andritz AG, #Industrial Distribution, #Industrials",15,1,TRUE,2022-05-23,2022-05-23
19,Quirin Privatbank AG,Quirin Privatbank AG,"Quirin Privatbank AG provides various banking and financial products and services in Germany. The company offers investment services for private customers; advisory services; and retirement, financial planning, portfolio optimization, assets and funds check, and securities lending services. It also provides corporate finance, institutional customer support and research, and capital market services. Quirin Privatbank AG was founded in 1998 and is based in Berlin, Germany.","Quirin Privatbank AG provides various banking and financial products and services in Germany. The company offers investment services for private customers; advisory services; and retirement, financial planning, portfolio optimization, assets and funds check, and securities lending services. It also provides corporate finance, institutional customer support and research, and capital market services. Quirin Privatbank AG was founded in 1998 and is based in Berlin, Germany.",2006-10-12,Banks?”Regional,https://www.quirinprivatbank.de,250,64892912.26,NA,NA,4.93E+11,NA,Kurfuerstendamm 119,"Berlin, BERLIN, DE",10711,https://www.quirinprivatbank.de,https://www.quirinprivatbank.de,https://financialmodelingprep.com/image-stock/QB7.DE.png,"#Quirin Privatbank AG, #Banks?”Regional, #Financial Services",15,1,TRUE,2022-05-23,2022-05-23
