,name,name_eng,description_short,description,founded_date,product,homepage,employee_cnt,revenue,ceo_name,email,tel,fax,address1,address2,post_code,facebook,youtube,logo,hash_tag,nation_id,industry_id,is_active,created_at,updated_at
49,Intertape Polymer Group Inc.,Intertape Polymer Group Inc.,"Intertape Polymer Group Inc. provides packaging and protective solutions for the industrial markets in North America, Europe, and internationally. The company offers pressure-sensitive and water-activated tapes; packaging equipment; industrial and performance specialty tapes, such as masking, duct, electrical, foil, process indicator, sheathing, sports, and reinforced filament tapes; protective packaging solutions, including inflatable systems, mailer products, bubble cushioning, paper void fills, thermal solutions, and protective foam roll stocks; stencil products; shrink films; stretch and lumber wraps; structure and geomembrane fabrics; non-manufactured flexible intermediate bulk containers; specialized polyolefin films; and engineered coated products for industrial and retail use. It sells its products through various distribution channels. The company serves food and beverage, general manufacturing, fulfillment/e-commerce, retail and transportation, building and construction, consumer, oil and gas, aerospace, marine, composites, moving and storage, general manufacturing, mailing, HVAC, and military and medical applications. Intertape Polymer Group Inc. was founded in 1981 and is headquartered in Saint-Laurent, Canada.","Intertape Polymer Group Inc. provides packaging and protective solutions for the industrial markets in North America, Europe, and internationally. The company offers pressure-sensitive and water-activated tapes; packaging equipment; industrial and performance specialty tapes, such as masking, duct, electrical, foil, process indicator, sheathing, sports, and reinforced filament tapes; protective packaging solutions, including inflatable systems, mailer products, bubble cushioning, paper void fills, thermal solutions, and protective foam roll stocks; stencil products; shrink films; stretch and lumber wraps; structure and geomembrane fabrics; non-manufactured flexible intermediate bulk containers; specialized polyolefin films; and engineered coated products for industrial and retail use. It sells its products through various distribution channels. The company serves food and beverage, general manufacturing, fulfillment/e-commerce, retail and transportation, building and construction, consumer, oil and gas, aerospace, marine, composites, moving and storage, general manufacturing, mailing, HVAC, and military and medical applications. Intertape Polymer Group Inc. was founded in 1981 and is headquartered in Saint-Laurent, Canada.",1993-08-31,Packaging & Containers,https://www.itape.com,3800,1531469000.0,Mr. Gregory Yull,NA,18662024713,NA,9999 Cavendish Blvd Suite 200,"Saint-Laurent, QUEBEC, CA",H4M 2X5,https://www.itape.com,https://www.itape.com,https://financialmodelingprep.com/image-stock/ITP.TO.png,"#Intertape Polymer Group Inc., #Packaging & Containers, #Consumer Cyclical",11,1,True,2022-05-23 12:00:23,2022-05-23 12:00:23
50,Chalice Mining Limited,Chalice Mining Limited,"Chalice Mining Limited operates as a mineral exploration company. The company explores for gold, copper, cobalt, palladium, and nickel deposits. Its flagship properties include the Julimar Nickel-Copper-Platinum group element project that covers an area of approximately 2,000 square kilometers located in Avon Region, Western Australia; and the Pyramid Hill gold project, which covers an area of approximately 5,700 square kilometers located in Bendigo Region, Victoria. The company was formerly known as Chalice Gold Mines Limited and changed its name to Chalice Mining Limited in December 2020. The company was incorporated in 2005 and is based in West Perth, Australia.","Chalice Mining Limited operates as a mineral exploration company. The company explores for gold, copper, cobalt, palladium, and nickel deposits. Its flagship properties include the Julimar Nickel-Copper-Platinum group element project that covers an area of approximately 2,000 square kilometers located in Avon Region, Western Australia; and the Pyramid Hill gold project, which covers an area of approximately 5,700 square kilometers located in Bendigo Region, Victoria. The company was formerly known as Chalice Gold Mines Limited and changed its name to Chalice Mining Limited in December 2020. The company was incorporated in 2005 and is based in West Perth, Australia.",2022-02-01,Gold,https://chalicemining.com,,0.0,NA,NA,61 8 9322 3960,NA,46 Colin Street,"West Perth, WA, AU",6005,https://chalicemining.com,https://chalicemining.com,https://financialmodelingprep.com/image-stock/CXN.TO.png,"#Chalice Mining Limited, #Gold, #Basic Materials",11,1,False,2022-05-23 12:00:23,2022-05-23 12:00:23
51,Dividend 15 Split Corp.,Dividend 15 Split Corp.,"Dividend 15 Split Corp. is a close ended equity mutual fund launched by Quadravest Inc. The fund is managed by Quadravest Capital Management. It invests in public equity markets of Canada. The fund spreads its investments across diversified sectors. It benchmarks the performance of its portfolio against the S&P TSX 60 Index. Dividend 15 Split Corp. was formed on January 9, 2004 and is domiciled in Canada.","Dividend 15 Split Corp. is a close ended equity mutual fund launched by Quadravest Inc. The fund is managed by Quadravest Capital Management. It invests in public equity markets of Canada. The fund spreads its investments across diversified sectors. It benchmarks the performance of its portfolio against the S&P TSX 60 Index. Dividend 15 Split Corp. was formed on January 9, 2004 and is domiciled in Canada.",2004-03-16,Asset Management,https://www.dividend15.com,,237540190.0,Mr. S. Wayne Finch,NA,14163044443,NA,"200 Front St W Suite 2510, P.O. Box 51","TORONTO, CALIFORNIA, CA",M5K 1K7,https://www.dividend15.com,https://www.dividend15.com,https://financialmodelingprep.com/image-stock/DFN.TO.jpg,"#Dividend 15 Split Corp., #Asset Management, #Financial Services",11,1,True,2022-05-23 12:00:23,2022-05-23 12:00:23
52,dynaCERT Inc.,dynaCERT Inc.,"dynaCERT Inc. engages in the design, engineering, manufacture, testing, and distribution of transportable hydrogen generator aftermarket products in North America and internationally. Its patented and patent-pending retrofit product provides performance enhancements by injecting hydrogen and oxygen into the air intake manifold resulting in fuel efficiency and reduced carbon emissions. The company offers HydraGen technology that produces hydrogen and oxygen on demand for the aftermarket trucking industry. Its products have applications in various market segments comprising trucks, reefer trailers, buses, heavy construction, mining equipment, electrical power generators, marine, and locomotive. The company was formerly known as Dynamic Fuel Systems, Inc. and changed its name to DynaCERT Inc. in January 2013. DynaCERT Inc. was founded in 2004 and is headquartered in Toronto, Canada.","dynaCERT Inc. engages in the design, engineering, manufacture, testing, and distribution of transportable hydrogen generator aftermarket products in North America and internationally. Its patented and patent-pending retrofit product provides performance enhancements by injecting hydrogen and oxygen into the air intake manifold resulting in fuel efficiency and reduced carbon emissions. The company offers HydraGen technology that produces hydrogen and oxygen on demand for the aftermarket trucking industry. Its products have applications in various market segments comprising trucks, reefer trailers, buses, heavy construction, mining equipment, electrical power generators, marine, and locomotive. The company was formerly known as Dynamic Fuel Systems, Inc. and changed its name to DynaCERT Inc. in January 2013. DynaCERT Inc. was founded in 2004 and is headquartered in Toronto, Canada.",2020-07-07,Specialty Industrial Machinery,https://dynacert.com,37,757002.0,Mr. Murray Ernest James Payne,NA,416 766 9691,NA,501 Alliance Avenue,"Toronto, ON, CA",M6N 2J1,https://dynacert.com,https://dynacert.com,https://financialmodelingprep.com/image-stock/DYA.TO.png,"#dynaCERT Inc., #Specialty Industrial Machinery, #Industrials",11,1,True,2022-05-23 12:00:23,2022-05-23 12:00:23
53,CPI Card Group Inc.,CPI Card Group Inc.,"CPI Card Group Inc., together with its subsidiaries, engages in the design, production, data personalization, packaging, and fulfillment of financial payment cards. It operates through U.S. Debit and Credit, U.S. Prepaid Debit, and Other segments. The U.S. Debit and Credit segment produces financial payment cards and provides integrated card services to card-issuing banks. Its products include EMV and non-EMV financial payment cards and metal cards, as well as private label credit cards. This segment also provides on-demand services and various integrated card services, including card personalization and fulfillment, and instant issuance services. The U.S. Prepaid Debit segment primarily offers integrated card services comprising tamper-evident security packaging services to prepaid debit card providers. It also produces financial payment cards issued on the networks of the payment card brands. The Other segment sells financial payment cards. It serves national and regional banks, independent community banks, credit unions, prepaid debit card program managers, group service providers, and card transaction processors through sales representatives in the United States. The company was formerly known as CPI Holdings I, Inc. and changed its name to CPI Card Group Inc. in August 2015. CPI Card Group Inc. was founded in 2007 and is based in Littleton, Colorado.","CPI Card Group Inc., together with its subsidiaries, engages in the design, production, data personalization, packaging, and fulfillment of financial payment cards. It operates through U.S. Debit and Credit, U.S. Prepaid Debit, and Other segments. The U.S. Debit and Credit segment produces financial payment cards and provides integrated card services to card-issuing banks. Its products include EMV and non-EMV financial payment cards and metal cards, as well as private label credit cards. This segment also provides on-demand services and various integrated card services, including card personalization and fulfillment, and instant issuance services. The U.S. Prepaid Debit segment primarily offers integrated card services comprising tamper-evident security packaging services to prepaid debit card providers. It also produces financial payment cards issued on the networks of the payment card brands. The Other segment sells financial payment cards. It serves national and regional banks, independent community banks, credit unions, prepaid debit card program managers, group service providers, and card transaction processors through sales representatives in the United States. The company was formerly known as CPI Holdings I, Inc. and changed its name to CPI Card Group Inc. in August 2015. CPI Card Group Inc. was founded in 2007 and is based in Littleton, Colorado.",2015-10-15,Credit Services,http://www.cpicardgroup.com,1000,312189000.0,Mr. Scott T. Scheirman,NA,720-681-6304,NA,10026 West San Juan Way,"Littleton, CO, US",NA,http://www.cpicardgroup.com,http://www.cpicardgroup.com,https://financialmodelingprep.com/image-stock/PMTS.TO.png,"#CPI Card Group Inc., #Credit Services, #Industrials",11,1,False,2022-05-23 12:00:23,2022-05-23 12:00:23
54,Neighbourly Pharmacy Inc.,Neighbourly Pharmacy Inc.,"Neighbourly Pharmacy Inc. owns and operates a chain of retail pharmacies in Canada. It operates in 172 locations. The company was incorporated in 2015 and is headquartered in Toronto, Canada.","Neighbourly Pharmacy Inc. owns and operates a chain of retail pharmacies in Canada. It operates in 172 locations. The company was incorporated in 2015 and is headquartered in Toronto, Canada.",2021-05-25,Pharmaceutical Retailers,https://neighbourlypharmacy.ca,,306494000.0,NA,NA,,NA,190 Attwell Drive,"Toronto, ON, CA",M9W 6H8,https://neighbourlypharmacy.ca,https://neighbourlypharmacy.ca,https://financialmodelingprep.com/image-stock/NBLY.TO.png,"#Neighbourly Pharmacy Inc., #Pharmaceutical Retailers, #Healthcare",11,1,True,2022-05-23 12:00:23,2022-05-23 12:00:23
55,Nevada Copper Corp.,Nevada Copper Corp.,"Nevada Copper Corp. engages in the exploration, development, and operation of mineral properties in Nevada. The company explores for copper, iron magnetite, gold, and silver ores. Its holds 100% interests in the Pumpkin Hollow property located in Nevada, the United States. Nevada Copper Corp. was incorporated in 1999 and is based in Vancouver, British Columbia.","Nevada Copper Corp. engages in the exploration, development, and operation of mineral properties in Nevada. The company explores for copper, iron magnetite, gold, and silver ores. Its holds 100% interests in the Pumpkin Hollow property located in Nevada, the United States. Nevada Copper Corp. was incorporated in 1999 and is based in Vancouver, British Columbia.",2000-03-13,Copper,https://www.nevadacopper.com,33,0.0,Mr. Matthew Gili,NA,16046887511,NA,999 Canada Pl Suite 598,"Vancouver, BRITISH COLUMBIA, CA",89501,https://www.nevadacopper.com,https://www.nevadacopper.com,https://financialmodelingprep.com/image-stock/NCU.TO.png,"#Nevada Copper Corp., #Copper, #Basic Materials",11,1,True,2022-05-23 12:00:23,2022-05-23 12:00:23
56,Richelieu Hardware Ltd.,Richelieu Hardware Ltd.,"Richelieu Hardware Ltd. manufactures, imports, and distributes specialty hardware and complementary products in North America. The company's principal product categories include furniture, glass and building decorative and functional hardware, lighting systems, finishing and decorating products, ergonomic workstation components, kitchen and closet storage solutions, sliding door systems, decorative and functional panels, high-pressure laminates, and floor protection products. It also manufactures veneer sheets and edge banding products; and various decorative moldings and components for the window and door industry. The company serves kitchen and bathroom cabinet, storage and closet, home and office furniture manufacturers; residential and commercial woodworkers; and hardware retailers, such as renovation superstores. The company was founded in 1968 and is headquartered in Montreal, Canada.","Richelieu Hardware Ltd. manufactures, imports, and distributes specialty hardware and complementary products in North America. The company's principal product categories include furniture, glass and building decorative and functional hardware, lighting systems, finishing and decorating products, ergonomic workstation components, kitchen and closet storage solutions, sliding door systems, decorative and functional panels, high-pressure laminates, and floor protection products. It also manufactures veneer sheets and edge banding products; and various decorative moldings and components for the window and door industry. The company serves kitchen and bathroom cabinet, storage and closet, home and office furniture manufacturers; residential and commercial woodworkers; and hardware retailers, such as renovation superstores. The company was founded in 1968 and is headquartered in Montreal, Canada.",1993-07-27,"Furnishings, Fixtures & Appliances",https://www.richelieu.com,2700,1440416000.0,Mr. Richard Lord,NA,15143364144,NA,200-7900 Henri-Bourassa Blvd W,"Saint-Laurent, QUEBEC, CA",H4S 1V4,https://www.richelieu.com,https://www.richelieu.com,https://financialmodelingprep.com/image-stock/RCH.TO.png,"#Richelieu Hardware Ltd., #Furnishings, Fixtures & Appliances, #Consumer Cyclical",11,1,True,2022-05-23 12:00:23,2022-05-23 12:00:23
57,Vecima Networks Inc.,Vecima Networks Inc.,"Vecima Networks Inc. provides technology solutions that empower network service providers and content providers to connect people and enterprises to information and entertainment worldwide. It offers products for the cable and broadcast industries, which provides video and broadband access to service providers, content creators, and broadcasters. The company operates through three segments: Video and Broadband Solutions, Content Delivery and Storage, and Telematics. The Video and Broadband Solutions segment offers platforms and modules that process data from the cable network and deliver in formats suitable to be consumed on televisions and Internet devices. Its principal products include Terrace and TerraceQAM, which are designed to meet the needs of the business services verticals, such as multi-unit dwellings, hotels, motels, and resorts; and Entra distributed access platform that addresses the network migration to a distributed access architecture. The Content Delivery and Storage segment offers solutions and software for industries and customers that focus on ingesting, producing, storing, delivering, and streaming video content for live linear, video on demand, network digital video recorder, and time-shifted TV services under the MediaScaleX and ContentAgent brands. The Telematics segment provides information and analytics for the fleet managers to manage their mobile and fixed assets under the Contigo, Nero Global Tracking, and FleetLynx brands. The company was founded in 1988 and is headquartered in Victoria, Canada. Vecima Networks Inc. is a subsidiary of 684739 B.C. Ltd.","Vecima Networks Inc. provides technology solutions that empower network service providers and content providers to connect people and enterprises to information and entertainment worldwide. It offers products for the cable and broadcast industries, which provides video and broadband access to service providers, content creators, and broadcasters. The company operates through three segments: Video and Broadband Solutions, Content Delivery and Storage, and Telematics. The Video and Broadband Solutions segment offers platforms and modules that process data from the cable network and deliver in formats suitable to be consumed on televisions and Internet devices. Its principal products include Terrace and TerraceQAM, which are designed to meet the needs of the business services verticals, such as multi-unit dwellings, hotels, motels, and resorts; and Entra distributed access platform that addresses the network migration to a distributed access architecture. The Content Delivery and Storage segment offers solutions and software for industries and customers that focus on ingesting, producing, storing, delivering, and streaming video content for live linear, video on demand, network digital video recorder, and time-shifted TV services under the MediaScaleX and ContentAgent brands. The Telematics segment provides information and analytics for the fleet managers to manage their mobile and fixed assets under the Contigo, Nero Global Tracking, and FleetLynx brands. The company was founded in 1988 and is headquartered in Victoria, Canada. Vecima Networks Inc. is a subsidiary of 684739 B.C. Ltd.",2005-11-14,Communication Equipment,https://www.vecima.com,481,124177000.0, Sumit Kumar,NA,12508811982,NA,771 Vanalman Ave,"Victoria, BRITISH COLUMBIA, CA",V8Z 3B8,https://www.vecima.com,https://www.vecima.com,https://financialmodelingprep.com/image-stock/VCM.TO.png,"#Vecima Networks Inc., #Communication Equipment, #Technology",11,1,True,2022-05-23 12:00:23,2022-05-23 12:00:23
58,NorthWest Healthcare Properties Real Estate Investment Trust,NorthWest Healthcare Properties Real Estate Investment Trust,"NorthWest Healthcare Properties Real Estate Investment Trust (TSX: NWH.UN) (NorthWest) is an unincorporated, open-ended real estate investment trust established under the laws of the Province of Ontario. As at September 30, 2020, the REIT provides investors with access to a portfolio of high quality international healthcare real estate infrastructure comprised of interests in a diversified portfolio of 190 income-producing properties and 15.4 million square feet of gross leasable area located throughout major markets in Canada, Brazil, Europe, Australia and New Zealand. The REIT's portfolio of medical office buildings, clinics, and hospitals is characterized by long term indexed leases and stable occupancies. With a fully integrated and aligned senior management team, the REIT leverages over 200 professionals across nine offices in 5 countries to serve as a long-term real estate partner to leading healthcare operators.","NorthWest Healthcare Properties Real Estate Investment Trust (TSX: NWH.UN) (NorthWest) is an unincorporated, open-ended real estate investment trust established under the laws of the Province of Ontario. As at September 30, 2020, the REIT provides investors with access to a portfolio of high quality international healthcare real estate infrastructure comprised of interests in a diversified portfolio of 190 income-producing properties and 15.4 million square feet of gross leasable area located throughout major markets in Canada, Brazil, Europe, Australia and New Zealand. The REIT's portfolio of medical office buildings, clinics, and hospitals is characterized by long term indexed leases and stable occupancies. With a fully integrated and aligned senior management team, the REIT leverages over 200 professionals across nine offices in 5 countries to serve as a long-term real estate partner to leading healthcare operators.",2010-03-23,REIT—Healthcare Facilities,https://www.nwhreit.com,213,374613000.0,Mr. Paul Lana,NA,14163662000,NA,180 Dundas St W Suite 1100,"TORONTO, ONTARIO, CA",M5G 1Z8,https://www.nwhreit.com,https://www.nwhreit.com,https://financialmodelingprep.com/image-stock/NWH-UN.TO.jpg,"#NorthWest Healthcare Properties Real Estate Investment Trust, #REIT—Healthcare Facilities, #Real Estate",11,1,True,2022-05-23 12:00:23,2022-05-23 12:00:23
59,SunOpta Inc.,SunOpta Inc.,"SunOpta Inc. manufactures and sells plant-based and fruit-based food and beverage products to retail customers, foodservice distributors, branded food companies, and food manufacturers worldwide. The company operates through two segments, Plant-Based Foods and Beverages, and Fruit-Based Foods and Beverages. The Plant-Based Foods and Beverages segment provides plant-based beverages, and liquid and dry ingredients that utilizes almond, soy, coconut, oat, hemp, and other bases, as well as broths, teas, and nutritional beverages. This segment also packages dry- and oil-roasted in-shell sunflower and sunflower kernels; and processes and sells raw sunflower inshell and kernel for food and feed applications. The Fruit-Based Foods and Beverages segment offers individually quick frozen (IQF) fruits, such as strawberries, blueberries, mangos, pineapples, blends, and other berries for retail; and IQF and bulk frozen fruits, including purées, toppings, and smoothies for foodservice, and custom fruit preparations for industrial use. This segment also provides fruit snacks comprising bars, twists, ropes, and bite-sized products. The company was formerly known as Stake Technology Ltd. and changed its name to SunOpta Inc. in October 2003. SunOpta Inc. was founded in 1973 and is headquartered in Eden Prairie, Minnesota.","SunOpta Inc. manufactures and sells plant-based and fruit-based food and beverage products to retail customers, foodservice distributors, branded food companies, and food manufacturers worldwide. The company operates through two segments, Plant-Based Foods and Beverages, and Fruit-Based Foods and Beverages. The Plant-Based Foods and Beverages segment provides plant-based beverages, and liquid and dry ingredients that utilizes almond, soy, coconut, oat, hemp, and other bases, as well as broths, teas, and nutritional beverages. This segment also packages dry- and oil-roasted in-shell sunflower and sunflower kernels; and processes and sells raw sunflower inshell and kernel for food and feed applications. The Fruit-Based Foods and Beverages segment offers individually quick frozen (IQF) fruits, such as strawberries, blueberries, mangos, pineapples, blends, and other berries for retail; and IQF and bulk frozen fruits, including purées, toppings, and smoothies for foodservice, and custom fruit preparations for industrial use. This segment also provides fruit snacks comprising bars, twists, ropes, and bite-sized products. The company was formerly known as Stake Technology Ltd. and changed its name to SunOpta Inc. in October 2003. SunOpta Inc. was founded in 1973 and is headquartered in Eden Prairie, Minnesota.",1981-08-13,Packaged Foods,https://www.sunopta.com,1380,812624000.0,Mr. Joseph Ennen,NA,19054551990,NA,2233 Argentia Rd Suite 401,"Mississauga, ONTARIO, CA",55344,https://www.sunopta.com,https://www.sunopta.com,https://financialmodelingprep.com/image-stock/SOY.TO.png,"#SunOpta Inc., #Packaged Foods, #Consumer Defensive",11,1,True,2022-05-23 12:00:23,2022-05-23 12:00:23
60,Solitario Zinc Corp.,Solitario Zinc Corp.,"Solitario Zinc Corp., an exploration stage company, engages in the acquisition and exploration of zinc and other base metal properties in North and South America. The company holds a 50% operating interest in the Lik zinc-lead-silver property located in Northwest Alaska; 39% interest in the Florida Canyon zinc project located in northern Peru; and 85% interest in the Chambara exploration project located in Peru. It also holds interest in the Golden Crest project located in western South Dakota, Lawrence County. The company was formerly known as Solitario Exploration & Royalty Corp. and changed its name to Solitario Zinc Corp. in July 2017. Solitario Zinc Corp. was incorporated in 1984 and is based in Wheat Ridge, Colorado.","Solitario Zinc Corp., an exploration stage company, engages in the acquisition and exploration of zinc and other base metal properties in North and South America. The company holds a 50% operating interest in the Lik zinc-lead-silver property located in Northwest Alaska; 39% interest in the Florida Canyon zinc project located in northern Peru; and 85% interest in the Chambara exploration project located in Peru. It also holds interest in the Golden Crest project located in western South Dakota, Lawrence County. The company was formerly known as Solitario Exploration & Royalty Corp. and changed its name to Solitario Zinc Corp. in July 2017. Solitario Zinc Corp. was incorporated in 1984 and is based in Wheat Ridge, Colorado.",1984-11-15,Other Industrial Metals & Mining,https://www.solitarioxr.com,5,0.0,Mr. Christopher Herald,NA,13035341030,NA,4251 Kipling St Unit 390,"Wheat Ridge, COLORADO, US",80033,https://www.solitarioxr.com,https://www.solitarioxr.com,https://financialmodelingprep.com/image-stock/SLR.TO.jpg,"#Solitario Zinc Corp., #Other Industrial Metals & Mining, #Basic Materials",11,1,True,2022-05-23 12:00:23,2022-05-23 12:00:23
61,Héroux-Devtek Inc.,Héroux-Devtek Inc.,"Héroux-Devtek Inc. engages in the design, development, manufacture, assembling, and repair and overhaul of aircraft landing gears, hydraulic and electromechanical flight control actuators, custom ball screws, and fracture-critical components. The company is also involved in the surface treatment of landing gear components; assembling and installation of aircraft components at customer assembly lines, as well as offers electronic enclosures, heat exchangers, cabinets, and titanium components. It serves commercial and defense sectors of the aerospace industries. It operates in Canada, the United States, the United Kingdom, Rest of Europe, Spain, and internationally. The company was formerly known as Heroux Inc. and changed its name to Héroux-Devtek Inc. in 2000. Héroux-Devtek Inc. was incorporated in 1942 and is headquartered in Longueuil, Canada.","Héroux-Devtek Inc. engages in the design, development, manufacture, assembling, and repair and overhaul of aircraft landing gears, hydraulic and electromechanical flight control actuators, custom ball screws, and fracture-critical components. The company is also involved in the surface treatment of landing gear components; assembling and installation of aircraft components at customer assembly lines, as well as offers electronic enclosures, heat exchangers, cabinets, and titanium components. It serves commercial and defense sectors of the aerospace industries. It operates in Canada, the United States, the United Kingdom, Rest of Europe, Spain, and internationally. The company was formerly known as Heroux Inc. and changed its name to Héroux-Devtek Inc. in 2000. Héroux-Devtek Inc. was incorporated in 1942 and is headquartered in Longueuil, Canada.",1986-12-04,Aerospace & Defense,https://www.herouxdevtek.com,2100,570685000.0,Mr. Martin Brassard,NA,14506795450,NA,"West Tower, 1111 Saint-Charles St W Suite 600","Longueuil, QUEBEC, CA",J4K 5G4,https://www.herouxdevtek.com,https://www.herouxdevtek.com,https://financialmodelingprep.com/image-stock/HRX.TO.jpg,"#Héroux-Devtek Inc., #Aerospace & Defense, #Industrials",11,1,True,2022-05-23 12:00:23,2022-05-23 12:00:23
62,Ceridian HCM Holding Inc.,Ceridian HCM Holding Inc.,"Ceridian HCM Holding Inc., together with its subsidiaries, operates as a human capital management (HCM) software company in the United States, Canada, and internationally. It offers Dayforce, a cloud HCM platform that provides human resources (HR), payroll, benefits, workforce management, and talent management functionality; and Powerpay, a cloud HR and payroll solution for the small business market. The company also provides Bureau solutions for payroll and payroll-related services. It sells its solutions through direct sales force and third-party channels. The company was incorporated in 2013 and is headquartered in Minneapolis, Minnesota.","Ceridian HCM Holding Inc., together with its subsidiaries, operates as a human capital management (HCM) software company in the United States, Canada, and internationally. It offers Dayforce, a cloud HCM platform that provides human resources (HR), payroll, benefits, workforce management, and talent management functionality; and Powerpay, a cloud HR and payroll solution for the small business market. The company also provides Bureau solutions for payroll and payroll-related services. It sells its solutions through direct sales force and third-party channels. The company was incorporated in 2013 and is headquartered in Minneapolis, Minnesota.",2018-04-30,Software—Application,https://www.ceridian.com,7462,1024200000.0,Mr. David D. Ossip,NA,952 853 8100,NA,3311 East Old Shakopee Road,"Minneapolis, MN, US",55425-1640,https://www.ceridian.com,https://www.ceridian.com,https://financialmodelingprep.com/image-stock/CDAY.TO.png,"#Ceridian HCM Holding Inc., #Software—Application, #Technology",11,1,True,2022-05-23 12:00:23,2022-05-23 12:00:23
63,Savaria Corporation,Savaria Corporation,"Savaria Corporation provides accessibility solutions for the elderly and physically challenged people in Canada, the United States, Europe, and internationally. The company operates in three segments: Accessibility, Patient Care, and Adapted Vehicles. The Accessibility segment designs, manufactures, distributes, and installs accessibility products, such as stairlifts for straight and curved stairs, vertical and inclined wheelchair platform lifts for commercial and residential applications, and accessibility and home elevators. The Patient Care segment manufactures and distributes therapeutic support surfaces and other pressure management products for the medical and medical beds, as well as offers medical equipment and solutions for the safe handling of patients. The Adapted Vehicles segment offers distributing vehicles for people with mobility challenges for personal or commercial use. The company sells its products through dealers and by direct stores to end-user customers. Savaria Corporation was founded in 1979 and is headquartered in Laval, Canada.","Savaria Corporation provides accessibility solutions for the elderly and physically challenged people in Canada, the United States, Europe, and internationally. The company operates in three segments: Accessibility, Patient Care, and Adapted Vehicles. The Accessibility segment designs, manufactures, distributes, and installs accessibility products, such as stairlifts for straight and curved stairs, vertical and inclined wheelchair platform lifts for commercial and residential applications, and accessibility and home elevators. The Patient Care segment manufactures and distributes therapeutic support surfaces and other pressure management products for the medical and medical beds, as well as offers medical equipment and solutions for the safe handling of patients. The Adapted Vehicles segment offers distributing vehicles for people with mobility challenges for personal or commercial use. The company sells its products through dealers and by direct stores to end-user customers. Savaria Corporation was founded in 1979 and is headquartered in Laval, Canada.",2001-04-20,Specialty Industrial Machinery,https://www.savaria.com,2250,660983000.0,Mr. Marcel Bourassa,NA,14504379414,NA,4350 Chomedey (A-13) W,"Laval, QUEBEC, CA",H7R 6E9,https://www.savaria.com,https://www.savaria.com,https://financialmodelingprep.com/image-stock/SIS.TO.png,"#Savaria Corporation, #Specialty Industrial Machinery, #Industrials",11,1,True,2022-05-23 12:00:23,2022-05-23 12:00:23
64,iA Financial Corporation Inc.,iA Financial Corporation Inc.,"iA Financial Corporation Inc., through its subsidiary, Industrial Alliance Insurance and Financial Services Inc., provides various life and health insurance products in Canada and the United States. The company operates through Individual Insurance, Individual Wealth Management, Group Insurance, Group Savings and Retirement, US Operations, and Other segments. It offers life, health, disability, and mortgage insurance products, as well as individual products and services for savings plans, securities brokerage, trust operations, and mutual funds. The company also provides group insurance products and services, including accidental death and dismemberment, dental care, short and long-term disability insurance, products for employee plans; creditor and replacement insurance, replacement warranties, extended warranties, and other products for dealer services; and specialized products. In addition, the company offers group products and services for savings plans, retirement, and segregated funds. Further, the company provides auto and home insurance products, as well as offers asset management and financing services. The company was founded in 1892 and is headquartered in Québec, Canada.","iA Financial Corporation Inc., through its subsidiary, Industrial Alliance Insurance and Financial Services Inc., provides various life and health insurance products in Canada and the United States. The company operates through Individual Insurance, Individual Wealth Management, Group Insurance, Group Savings and Retirement, US Operations, and Other segments. It offers life, health, disability, and mortgage insurance products, as well as individual products and services for savings plans, securities brokerage, trust operations, and mutual funds. The company also provides group insurance products and services, including accidental death and dismemberment, dental care, short and long-term disability insurance, products for employee plans; creditor and replacement insurance, replacement warranties, extended warranties, and other products for dealer services; and specialized products. In addition, the company offers group products and services for savings plans, retirement, and segregated funds. Further, the company provides auto and home insurance products, as well as offers asset management and financing services. The company was founded in 1892 and is headquartered in Québec, Canada.",2018-03-07,Insurance—Diversified,https://www.ia.ca,7000,15511000000.0,"Mr. Denis Yves Ricard B.Sc., F.S.A., FSA, FCIA",NA,418-684-5000,NA,1080 Grande Allee West,"Quebec, QC, CA",G1K 7M3,https://www.ia.ca,https://www.ia.ca,https://financialmodelingprep.com/image-stock/IAF-PI.TO.png,"#iA Financial Corporation Inc., #Insurance—Diversified, #Financial Services",11,1,True,2022-05-23 12:00:23,2022-05-23 12:00:23
