헤브론스타국가코드,현지언어국가명,영문국가명,시간,대륙,GDP,인구,지역,기업식별코드,현지언어기업명,영문기업명,현지언어한줄소개내용,영문한줄소개내용,현지언어기업소개내용,영문기업소개내용,설립일자,법인등록번호,사업자등록번호,기업대표전화번호,대표팩스번호,대표이메일,기업홈페이지URL,페이스북URL,인스타그램URL,유튜브URL,링크드인URL,트위터핸들,현지언어기업주소,영문기업주소,현지언어기업상세주소,영문기업상세주소,기업우편번호,기업종업원,외감법인구분,기업연수,기업상태,현지언어담당자명,영문담당자명,현지언어직위명,영문직위명,담당자부서명,담당자전화번호,담당자팩스번호,담당자이메일,담당자이동전화번호,회계연도,유동자산금액,비유동자산금액,자산총계금액,유동부채금액,비유동부채금액,부채총계금액,자본총계금액,부채자본총계금액,매출액,매출원가금액,판매비관리비금액,영업이익손실금액,금융수익금액,금융비용금액,기타영업외수익금액,기타영업외비용금액,법인세차감전순이익,법인세비용,당기순이익,영업활동현금흐름금액,투자활동현금흐름금액,재무활동현금흐름금액,기초현금자산금액,기말현금자산금액,부채비율,영업이익율,매출액증가율,영업이익증가율,당기순이익 증가율,기업 CAGR,현지언어산업군명,영문산업군명,현지언어주요제품명내용,영문주요제품명내용,국가언어코드,현지언어언어명,영문언어명,주식시장코드,현지언어주식시장명,영문주식시장명,상장코드,상장일자,주가(일),주가(1주),주가(1개월),주가(6개월),주가(1년),주가(3년),주가(5년),주가(10년),거래량,시가총액,지점코드,지점명,주소,주소상세,우편번호,사업자등록번호,이벤트,통화구분코드,화폐단위명,담당자,소스,날짜,,
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSNeways Electronics International N.V.,Neways Electronics International N.V.,Neways Electronics International N.V.,Neways Electronics International N.V.(English: Neways Electronics International N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,Neways Electronics International N.V.(English: Neways Electronics International N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,Neways Electronics International N.V.(English: Neways Electronics International N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,Neways Electronics International N.V.(English: Neways Electronics International N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/NL0000440618-XAMS/neways-electronics/neway/quotes,,,,,,Nederland,Netherlands,"Nederland, Europe","Netherlands, Europe",,,,,Active,,,CONTACT,CONTACT,,,,https://live.euronext.com/en/product/equities/NL0000440618-XAMS/neways-electronics/neway/quotes,,2021,,,,,,,,,469.535천 유로,,,12.600천 유로,,1.726천 유로,,,,,8.729천 유로,,,,,,,,,,,,"1010, Technology","1010, Technology","10102010, Semiconductors","10102010, Semiconductors",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,NSE,,12.70 EUR,12.85 EUR, EUR,,17.00 EUR,,,,"25,126",155.831M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26,,
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSKENDRION N.V.,KENDRION N.V.,KENDRION N.V.,KENDRION N.V.(English: KENDRION N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Vesta Building - 5th floor Herikerbergweg 213,KENDRION N.V.(English: KENDRION N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Vesta Building - 5th floor Herikerbergweg 213,KENDRION N.V.(English: KENDRION N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 464.000K Euros. You can find more information on company's website. Company Address: Vesta Building - 5th floor Herikerbergweg 213,KENDRION N.V.(English: KENDRION N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 464.000K Euros. You can find more information on company's website. Company Address: Vesta Building - 5th floor Herikerbergweg 213,,,,,,cleo.ferreira@kendrion.com,http://www.kendrion.com,,,,,,Vesta Building - 5th floor Herikerbergweg 213,Vesta Building - 5th floor Herikerbergweg 213,NL-1101 CN Amsterdam,NL-1101 CN Amsterdam,,,,,Active,Cleo Ferreira,Cleo Ferreira,CONTACT,CONTACT,KENDRION N.V.,31850731504,,31850731504,31850731504,2021,,,,,,,,,464.000천 유로,,,23.900천 유로,,3.600천 유로,,,,,14.400천 유로,,,,,,,,,,,,"4010, Automobiles and Parts","4010, Automobiles and Parts","40101025, Auto Parts","40101025, Auto Parts",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,TKWY,,15.28 EUR,16.00 EUR, EUR,,25.45 EUR,,,,"60,277",228.191M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26,,
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSKoninklijke Brill,Koninklijke Brill,Koninklijke Brill,Koninklijke Brill(English: Koninklijke Brill) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Plantijnstraat 2,Koninklijke Brill(English: Koninklijke Brill) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Plantijnstraat 2,Koninklijke Brill(English: Koninklijke Brill) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 46.865K Euros. You can find more information on company's website. Company Address: Plantijnstraat 2,Koninklijke Brill(English: Koninklijke Brill) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 46.865K Euros. You can find more information on company's website. Company Address: Plantijnstraat 2,,,,,+31 71 53 17 532,smit@brill.com,https://brill.com/,,,,,,Plantijnstraat 2,Plantijnstraat 2,Po Box 9000,Po Box 9000,,,,,Active,Mevr. E.J. Smit,Mevr. E.J. Smit,CONTACT,CONTACT,Koninklijke Brill,071 535 3596,+31 71 53 17 532,071 535 3596,071 535 3596,2021,,,,,,,,,46.865천 유로,,,4.453천 유로,,185천 유로,,,,,3.036천 유로,,,,,,,,,,,,"4030, Media","4030, Media","40301030, Publishing","40301030, Publishing",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,BRILL,,24.00 EUR,24.60 EUR, EUR,,25.00 EUR,,,,24,44.987M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26,,
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSSAINT GOBAIN,SAINT GOBAIN,SAINT GOBAIN,SAINT GOBAIN(English: SAINT GOBAIN) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Tour Saint-Gobain 12 Place de l'Iris,SAINT GOBAIN(English: SAINT GOBAIN) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Tour Saint-Gobain 12 Place de l'Iris,SAINT GOBAIN(English: SAINT GOBAIN) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 44.160.000K Euros. You can find more information on company's website. Company Address: Tour Saint-Gobain 12 Place de l'Iris,SAINT GOBAIN(English: SAINT GOBAIN) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 44.160.000K Euros. You can find more information on company's website. Company Address: Tour Saint-Gobain 12 Place de l'Iris,,,,,,,https://www.saint-gobain.com/,,,,,,Tour Saint-Gobain 12 Place de l'Iris,Tour Saint-Gobain 12 Place de l'Iris,FR-92400 Courbevoie,FR-92400 Courbevoie,,,,,Active,,,CONTACT,CONTACT,SAINT GOBAIN,vivien.dardel@saint-gobain.com,,vivien.dardel@saint-gobain.com,vivien.dardel@saint-gobain.com,2021,,,,,,,,,44.160.000천 유로,,,3.936.000천 유로,,287.000천 유로,,,,,2.614.000천 유로,,,,,,,,,,,,"5010, Construction and Materials","5010, Construction and Materials","50101035, Building Materials: Other","50101035, Building Materials: Other",NL,Nederlands,Dutch,"XPAR, XAMS, XBRU",EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,ROOD,,40.06 EUR,43.415 EUR, EUR,,67.12 EUR,,,,"5,639,704",20.834B,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26,,
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSSIF HOLDING,SIF HOLDING,SIF HOLDING,SIF HOLDING(English: SIF HOLDING) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,SIF HOLDING(English: SIF HOLDING) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,SIF HOLDING(English: SIF HOLDING) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,SIF HOLDING(English: SIF HOLDING) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/NL0011660485-XAMS/sif-holding/sifg/quotes,,,,,,Nederland,Netherlands,"Nederland, Europe","Netherlands, Europe",,,,,Active,,,CONTACT,CONTACT,,,,https://live.euronext.com/en/product/equities/NL0011660485-XAMS/sif-holding/sifg/quotes,,2021,,,,,,,,,422.541천 유로,,,16.004천 유로,,1.620천 유로,,,,,11.887천 유로,,,,,,,,,,,,"6010, Energy","6010, Energy","60102020, Renewable Energy Equipment","60102020, Renewable Energy Equipment",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,SHELL,,10.38 EUR,10.88 EUR, EUR,,16.76 EUR,,,,"15,931",264.704M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26,,
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSCORE LABORATORIES N.V.,CORE LABORATORIES N.V.,CORE LABORATORIES N.V.,CORE LABORATORIES N.V.(English: CORE LABORATORIES N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Van Heuven Goedhartlaan 7B,CORE LABORATORIES N.V.(English: CORE LABORATORIES N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Van Heuven Goedhartlaan 7B,CORE LABORATORIES N.V.(English: CORE LABORATORIES N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 415.270K Euros. You can find more information on company's website. Company Address: Van Heuven Goedhartlaan 7B,CORE LABORATORIES N.V.(English: CORE LABORATORIES N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 415.270K Euros. You can find more information on company's website. Company Address: Van Heuven Goedhartlaan 7B,,,,,,,https://www.corelab.com/investors,,,,,,Van Heuven Goedhartlaan 7B,Van Heuven Goedhartlaan 7B,"NL-1181 LE Amstelveen, Noord-Holland","NL-1181 LE Amstelveen, Noord-Holland",,,,,Active,David Demshur,David Demshur,CONTACT,CONTACT,CORE LABORATORIES N.V.,david.demshur@corelab.com,,david.demshur@corelab.com,david.demshur@corelab.com,2021,,,,,,,,,415.270천 유로,,,39.970천 유로,,8.082천 유로,,,,,17.855천 유로,,,,,,,,,,,,"6010, Energy","6010, Energy","60101030, Oil Equipment and Services","60101030, Oil Equipment and Services",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,CLB,,19.70 EUR,20.20 EUR, EUR,,32.60 EUR,,,,217,882.486M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26,,
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSKONINKLIJKE PORCELEYNE FLES,KONINKLIJKE PORCELEYNE FLES,KONINKLIJKE PORCELEYNE FLES,KONINKLIJKE PORCELEYNE FLES(English: KONINKLIJKE PORCELEYNE FLES) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,KONINKLIJKE PORCELEYNE FLES(English: KONINKLIJKE PORCELEYNE FLES) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,KONINKLIJKE PORCELEYNE FLES(English: KONINKLIJKE PORCELEYNE FLES) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,KONINKLIJKE PORCELEYNE FLES(English: KONINKLIJKE PORCELEYNE FLES) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/NL0000378669-XAMS/porceleyne-fles/porf/quotes,,,,,,Nederland,Netherlands,"Nederland, Europe","Netherlands, Europe",,,,,Active,,,CONTACT,CONTACT,,,,https://live.euronext.com/en/product/equities/NL0000378669-XAMS/porceleyne-fles/porf/quotes,,2021,,,,,,,,,4.936천 유로,,,703천 유로,,0천 유로,,,,,579천 유로,,,,,,,,,,,,"4020, Consumer Products and Services","4020, Consumer Products and Services","40202015, Household Furnishings","40202015, Household Furnishings",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,PHIA,,11.00 EUR,12.00 EUR, EUR,,14.40 EUR,,,,"2,200",10.511M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26,,
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSIEX GROUP N.V.,IEX GROUP N.V.,IEX GROUP N.V.,IEX GROUP N.V.(English: IEX GROUP N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,IEX GROUP N.V.(English: IEX GROUP N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,IEX GROUP N.V.(English: IEX GROUP N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,IEX GROUP N.V.(English: IEX GROUP N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/NL0010556726-XAMS/iex-group-nv/iex/quotes,,,,,,Nederland,Netherlands,"Nederland, Europe","Netherlands, Europe",,,,,Active,,,CONTACT,CONTACT,,,,https://live.euronext.com/en/product/equities/NL0010556726-XAMS/iex-group-nv/iex/quotes,,2021,,,,,,,,,4.502천 유로,,,1.098천 유로,,242천 유로,,,,,647천 유로,,,,,,,,,,,,"4510, Food, Beverage and Tobacco","4510, Food, Beverage and Tobacco","45102020, Food Products","45102020, Food Products",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,HYDRA,,1.48 EUR,1.70 EUR, EUR,,2.24 EUR,,,,"7,939",5.418M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26,,
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSJUST EAT TAKEAWAY.COM N.V.,JUST EAT TAKEAWAY.COM N.V.,JUST EAT TAKEAWAY.COM N.V.,JUST EAT TAKEAWAY.COM N.V.(English: JUST EAT TAKEAWAY.COM N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,JUST EAT TAKEAWAY.COM N.V.(English: JUST EAT TAKEAWAY.COM N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,JUST EAT TAKEAWAY.COM N.V.(English: JUST EAT TAKEAWAY.COM N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,JUST EAT TAKEAWAY.COM N.V.(English: JUST EAT TAKEAWAY.COM N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/NL0012015705-XAMS/just-eat-takeaway/tkwy/quotes,,,,,,Nederland,Netherlands,"Nederland, Europe","Netherlands, Europe",,,,,Active,,,CONTACT,CONTACT,,,,https://live.euronext.com/en/product/equities/NL0012015705-XAMS/just-eat-takeaway/tkwy/quotes,,2021,,,,,,,,,4.495.000천 유로,,,-939.000천 유로,,72.000천 유로,,,,,-1.044.000천 유로,,,,,,,,,,,,"1010, Technology","1010, Technology","10101020, Consumer Digital Services","10101020, Consumer Digital Services",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,JDEP,,13.962 EUR,,,,,,,,"11,371,621",3.001B,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26,,
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSHUNTER DOUGLAS gewone aandelen,HUNTER DOUGLAS gewone aandelen,HUNTER DOUGLAS gewone aandelen,HUNTER DOUGLAS gewone aandelen(English: HUNTER DOUGLAS gewone aandelen) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,HUNTER DOUGLAS gewone aandelen(English: HUNTER DOUGLAS gewone aandelen) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,HUNTER DOUGLAS gewone aandelen(English: HUNTER DOUGLAS gewone aandelen) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,HUNTER DOUGLAS gewone aandelen(English: HUNTER DOUGLAS gewone aandelen) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/ANN4327C1220-XAMS/hunter-douglas/hdg/quotes,,,,,,Nederland,Netherlands,"Nederland, Europe","Netherlands, Europe",,,,,Active,,,CONTACT,CONTACT,,,,https://live.euronext.com/en/product/equities/ANN4327C1220-XAMS/hunter-douglas/hdg/quotes,,2021,,,,,,,,,4.068.350천 유로,,,710.880천 유로,,5.298천 유로,,,,,558.990천 유로,,,,,,,,,,,,"4020, Consumer Products and Services","4020, Consumer Products and Services","40202015, Household Furnishings","40202015, Household Furnishings",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,Symbol,,175.00 EUR,175.00 EUR, EUR,,175.60 EUR,,,,"181,650",6.088B,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26,,
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSORDINA N.V.,ORDINA N.V.,ORDINA N.V.,ORDINA N.V.(English: ORDINA N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,ORDINA N.V.(English: ORDINA N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,ORDINA N.V.(English: ORDINA N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,ORDINA N.V.(English: ORDINA N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/NL0000440584-XAMS/ordina/ordi/quotes,,,,,,Nederland,Netherlands,"Nederland, Europe","Netherlands, Europe",,,,,Active,,,CONTACT,CONTACT,,,,https://live.euronext.com/en/product/equities/NL0000440584-XAMS/ordina/ordi/quotes,,2021,,,,,,,,,394.471천 유로,,,-358.721천 유로,,99천 유로,,,,,24.598천 유로,,,,,,,,,,,,"1010, Technology","1010, Technology","10101010, Computer Services","10101010, Computer Services",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,ONWD,,4.55 EUR,4.875 EUR, EUR,,4.95 EUR,,,,"292,091",424.314M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26,,
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSFLOW TRADERS,FLOW TRADERS,FLOW TRADERS,FLOW TRADERS(English: FLOW TRADERS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Jacob Bontiusplaats 9,FLOW TRADERS(English: FLOW TRADERS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Jacob Bontiusplaats 9,FLOW TRADERS(English: FLOW TRADERS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 384.041K Euros. You can find more information on company's website. Company Address: Jacob Bontiusplaats 9,FLOW TRADERS(English: FLOW TRADERS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 384.041K Euros. You can find more information on company's website. Company Address: Jacob Bontiusplaats 9,,,,,,investor.relations@flowtraders.com,http://www.flowtraders.com,,,,,,Jacob Bontiusplaats 9,Jacob Bontiusplaats 9,NL-1018 LL Amsterdam,NL-1018 LL Amsterdam,,,,,Active,Jonathan Berger,Jonathan Berger,CONTACT,CONTACT,FLOW TRADERS,+31 20 799 6799,,+31 20 799 6799,+31 20 799 6799,2021,,,,,,,,,384.041천 유로,,,천 유로,,천 유로,,,,,144.142천 유로,,,,,,,,,,,,"3020, Financial Services","3020, Financial Services","30202015, Investment Services","30202015, Investment Services",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,FLOW,,24.48 EUR,27.70 EUR, EUR,,38.10 EUR,,,,"1,887,727",1.139B,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26,,
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSENVIPCO,ENVIPCO,ENVIPCO,ENVIPCO(English: ENVIPCO) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,ENVIPCO(English: ENVIPCO) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,ENVIPCO(English: ENVIPCO) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,ENVIPCO(English: ENVIPCO) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/NL0015000GX8-XAMS/envipco/envi/quotes,,,,,,Nederland,Netherlands,"Nederland, Europe","Netherlands, Europe",,,,,Active,,,CONTACT,CONTACT,,,,https://live.euronext.com/en/product/equities/NL0015000GX8-XAMS/envipco/envi/quotes,,2021,,,,,,,,,38.444천 유로,,,2.100천 유로,,0천 유로,,,,,726천 유로,,,,,,,,,,,,"5020, Industrial Goods and Services","5020, Industrial Goods and Services","50202030, Electronic Equipment: Pollution Control","50202030, Electronic Equipment: Pollution Control",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,ENVI,,2.34 EUR,2.50 EUR, EUR,,4.25 EUR,,,,12,107.760M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26,,
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSNEPI ROCKCASTLE S.A.,NEPI ROCKCASTLE S.A.,NEPI ROCKCASTLE S.A.,NEPI ROCKCASTLE S.A.(English: NEPI ROCKCASTLE S.A.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: 2nd Floor 30 Athol Street,NEPI ROCKCASTLE S.A.(English: NEPI ROCKCASTLE S.A.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: 2nd Floor 30 Athol Street,NEPI ROCKCASTLE S.A.(English: NEPI ROCKCASTLE S.A.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 369.395K Euros. You can find more information on company's website. Company Address: 2nd Floor 30 Athol Street,NEPI ROCKCASTLE S.A.(English: NEPI ROCKCASTLE S.A.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 369.395K Euros. You can find more information on company's website. Company Address: 2nd Floor 30 Athol Street,,,,,,,http://nepirockcastle.com,,,,,,2nd Floor 30 Athol Street,2nd Floor 30 Athol Street,"IM1 1JB Douglas, Isle of Man","IM1 1JB Douglas, Isle of Man",,,,,Active,,,CONTACT,CONTACT,NEPI ROCKCASTLE S.A.,Office@nepirockcastle.com,,Office@nepirockcastle.com,Office@nepirockcastle.com,2021,,,,,,,,,369.395천 유로,,,189.828천 유로,,천 유로,,,,,1.902천 유로,,,,,,,,,,,,"3510, Real Estate","3510, Real Estate","35101010, Real Estate Holding and Development","35101010, Real Estate Holding and Development",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,NEDAP,,5.15 EUR,5.25 EUR, EUR,,6.45 EUR,,,,67,3.136B,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26,,
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSSNOWWORLD,SNOWWORLD,SNOWWORLD,SNOWWORLD(English: SNOWWORLD) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Buytenparklaan 30,SNOWWORLD(English: SNOWWORLD) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Buytenparklaan 30,SNOWWORLD(English: SNOWWORLD) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 36.898K Euros. You can find more information on company's website. Company Address: Buytenparklaan 30,SNOWWORLD(English: SNOWWORLD) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 36.898K Euros. You can find more information on company's website. Company Address: Buytenparklaan 30,,,,,+31 (0)79 3 202 229,corporate@snowworld.com,http://www.snowworld.com,,,,,,Buytenparklaan 30,Buytenparklaan 30,NL-2717 AX Zoetermeer,NL-2717 AX Zoetermeer,,,,,Active,W.A. Moerman,W.A. Moerman,CONTACT,CONTACT,SNOWWORLD,+31 (0)79 3 202 302,+31 (0)79 3 202 229,+31 (0)79 3 202 302,+31 (0)79 3 202 302,2020,,,,,,,,,36.898천 유로,,,4.507천 유로,,3.677천 유로,,,,,317천 유로,,,,,,,,,,,,"2010, Health Care","2010, Health Care","20103010, Biotechnology","20103010, Biotechnology",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,SLIGR,,10.00 EUR,11.00 EUR, EUR,,14.90 EUR,,,,609,39.467M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26,,
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSEASE2PAY NV,EASE2PAY NV,EASE2PAY NV,EASE2PAY NV(English: EASE2PAY NV) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,EASE2PAY NV(English: EASE2PAY NV) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,EASE2PAY NV(English: EASE2PAY NV) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,EASE2PAY NV(English: EASE2PAY NV) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/NL0000345627-XAMS/ease2pay-nv/eas2p/quotes,,,,,,Nederland,Netherlands,"Nederland, Europe","Netherlands, Europe",,,,,Active,,,CONTACT,CONTACT,,,,https://live.euronext.com/en/product/equities/NL0000345627-XAMS/ease2pay-nv/eas2p/quotes,,2021,,,,,,,,,354천 유로,,,-798천 유로,,10천 유로,,,,,-808천 유로,,,,,,,,,,,,"1010, Technology","1010, Technology","10101010, Computer Services","10101010, Computer Services",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,EAS2P,,2.35 EUR,,,,,,,,"1,175",24.793M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26,,
